Mesh,z,x,y,r,T,U,Vol
0.0,2.0,0.00025065249883482466,-0.0015526374627370387,0.0015727395734407687,316.907,0.502635,8.47270548510799e-11
0.0,2.0,0.0006598547479370609,-0.0014192024536896497,0.0015651018794103483,316.767,0.510119,9.586995210746756e-11
0.0,2.0,0.0010632664925651625,-0.0012549862294690683,0.0016448483426653084,317.559,0.462106,8.60832196164365e-11
0.0,2.0,0.001427532493835315,-0.0011207315110368654,0.0018149071989461746,319.192,0.354269,5.984726198972126e-11
0.0,2.0,0.0014596749970223755,-0.0007168617594288662,0.0016262047469687577,317.336,0.476568,9.539530761584239e-11
0.0,2.0,0.0020371749997138977,0.00021662509902853344,0.002048660150681035,321.585,0.170145,9.018804637785017e-11
0.0,2.0,0.001938347500981763,0.0006206322432262823,0.0020352826378403402,321.498,0.182098,9.578099724020737e-11
0.0,2.0,0.0016963024972938001,0.0010001794871641323,0.0019692133375713993,320.835,0.242501,1.3891989520529462e-10
0.0,2.0,0.0013940799981355667,0.001372349972371012,0.0019562217379091714,320.761,0.251883,1.4407783746550638e-10
0.0,2.0,0.0010370500094722956,0.0016848949599079788,0.0019784700523560617,320.982,0.232512,1.3103176392099406e-10
0.0,2.0,0.0006372535062837414,0.0019105299725197256,0.0020140051656257355,321.315,0.200713,1.1011410764519318e-10
0.0,2.0,0.00020311590196797627,0.0020160700078122318,0.0020262759797303716,321.41,0.189778,1.0348771734828256e-10
0.0,2.0,-0.0002560438515502028,0.001999719999730587,0.002016045270136353,321.28,0.200847,1.1271678387626299e-10
0.0,2.0,-0.00071409950760426,0.0018843274738173932,0.0020151000311011075,321.243,0.202907,1.1496216619445205e-10
0.0,2.0,-0.0011406532430555671,0.0016883974894881248,0.0020375907104722936,321.433,0.183883,1.031605034397719e-10
0.0,2.0,-0.0015044549654703587,0.0014487474982161075,0.0020886009807322818,321.931,0.135221,6.999440609587705e-11
0.0,2.0,-0.0017518149688839912,0.0011354887537891045,0.0020876279350467487,321.92,0.136279,7.058255168017101e-11
0.0,2.0,-0.0019008349918294698,0.000717982002242934,0.002031913340107819,321.363,0.19017,1.0815795617149096e-10
0.0,2.0,-0.0019964675011578947,0.00024361449709431326,0.0020112758404490826,321.157,0.208356,1.2067051362901992e-10
