#resolution Tavg_z0.03_t5
0.37151132884054006 306.4079153820124
0.2871904662373521 306.2548874411922
0.22840836479998242 306.11763622641035
0.1841001150019505 305.9946701929103
0.14418897770893674 305.89925106641823
0.11370645671722239 305.8530727097554
0.0909313534093646 305.8222672417892



