Mesh,z,x,y,r,T,Vol,time
2,1,5.58366937184473e-05,2.80198830751033e-05,6.24727957830459e-05,293.149993896484,5.7483179867618e-14,0
2,1,4.99519783261348e-05,6.99393751801836e-06,5.04392238312664e-05,293.149993896484,6.15724820675336e-14,0
2,1,7.12540750100743e-05,8.77050524650258e-07,7.12594725153371e-05,293.149993896484,6.27335104389625e-14,0
2,1,7.33896304154769e-05,2.05540172828478e-05,7.62135518066432e-05,293.149993896484,3.46922625725182e-14,0
2,1,0.000119195236038649,0.000975729592028074,0.000982983082791144,293.149993896484,1.80029416501995e-13,0
2,1,9.9915831015096e-05,0.000946164756896906,0.000951425730407381,293.149993896484,1.55981526816236e-13,0
2,1,8.54894333315315e-05,0.000917443001526408,0.000921417442998086,293.149993896484,1.18946340927029e-13,0
2,1,0.00014965224545449,0.000955390220042318,0.000967039951150975,293.149993896484,1.45031815168413e-13,0
2,1,0.000130654358144966,0.000928083914914168,0.000937235463704123,293.149993896484,1.42110106200642e-13,0
2,1,0.000112972080387408,0.000900712562724948,0.000907769690834411,293.149993896484,1.33047360860261e-13,0
2,1,0.000749566403101198,-0.000261077544564614,0.000793732497088255,293.149993896484,1.52361194611669e-13,0
2,1,0.000725999751011841,-0.00024107497301884,0.000764978941595969,293.149993896484,1.28585432803536e-13,0
2,1,0.000779618843807839,-0.000275300990324467,0.000826798752353863,293.149993896484,1.28931511362051e-13,0
2,1,6.05660843575606e-05,0.000930940848775208,0.000932908952949167,293.149993896484,7.9355557056017e-14,0
2,1,-0.00147775400546379,0.00097982537408825,0.00177308055777832,293.149993896484,2.30789631741412e-13,0
2,1,-0.00156257511116564,0.000994755246210843,0.00185234418451278,293.149993896484,9.65192530543918e-14,0
2,1,-0.000493468811328057,3.14724179588666e-05,0.000494471415600238,293.149993896484,1.77007639652675e-13,0
2,1,-0.000462397751107346,1.15217103484611e-05,0.000462541273875624,293.149993896484,1.84093903888509e-13,0
2,1,-0.00043065681529697,-8.95304566483901e-06,0.000430749868936028,293.149993896484,1.90755654432763e-13,0
2,1,-0.000515593172167428,-4.01409124606289e-07,0.000515593328423629,293.149993896484,1.80312295462508e-13,0
2,1,-0.000484395321109332,-2.13389657801599e-05,0.000484865113792671,293.149993896484,1.88128984536391e-13,0
2,1,-0.000452416854386684,-4.24014592681488e-05,0.000454399487104915,293.149993896484,1.92429701218439e-13,0
2,1,-0.00147373863728717,0.000937176533625461,0.00174648373202022,293.149993896484,2.30486538660494e-13,0
2,1,-0.00143300826312043,0.000945891515584663,0.00171703914964874,293.149993896484,1.93204655436333e-13,0
2,1,-0.0015154656721279,0.00088114985555876,0.00175301490904935,293.149993896484,3.31597098789092e-13,0
2,1,0.000237057178310351,-0.000138673069159267,0.000274638536805228,293.149993896484,2.27478687208588e-13,0
2,1,0.000264251062617404,-0.000165822119015502,0.000311970510223673,293.149993896484,2.34617218116703e-13,0
2,1,0.000286605638393667,-0.000128376776046935,0.000314043609371765,293.149993896484,1.57030305295757e-13,0
2,1,0.000263028483459493,-0.000104527323856018,0.00028303700207482,293.149993896484,1.60018512351349e-13,0
2,1,0.000372973270714283,-0.000170786748640239,0.000410216009168845,293.149993896484,4.63715968719819e-14,0
2,1,0.000365239611710422,-0.00015404023724841,0.000396394208653363,293.149993896484,5.02720765637993e-14,0
2,1,0.000354730800609104,-0.000170441198861226,0.000393553227873979,293.149993896484,4.83992323269333e-14,0
2,1,-0.000403587968321517,-0.000678534299368039,0.000789488469575563,293.149993896484,1.97409615802332e-13,0
2,1,-0.000380277328076772,-0.000709140105755068,0.000804667966206881,293.149993896484,2.09983166988616e-13,0
2,1,-0.000414217967772856,-0.000726761107216589,0.000836515529914752,293.149993896484,1.38948871093596e-13,0
2,1,-0.000434643647167832,-0.000700826771208085,0.000824665546306686,293.149993896484,1.46356298957879e-13,0
2,1,-0.000462141899333801,-0.000721065269317478,0.000856452133943129,293.149993896484,1.31838645055066e-13,0
2,1,-0.000441868898633402,-0.00074461278563831,0.000865850058679642,293.149993896484,1.2009833579422e-13,0
2,1,-0.000295098638162017,0.000864801011630334,0.000913763643379362,293.149993896484,1.49412770021303e-13,0
2,1,-0.000316874400596134,0.000886702488060109,0.000941621308215329,293.149993896484,1.26709670560506e-13,0
2,1,0.00106931637856178,-0.000154892612044932,0.00108047639434028,293.149993896484,2.30717806470805e-13,0
2,1,0.00103129158378579,-0.000169529201230034,0.00104513275752753,293.149993896484,2.29890478020806e-13,0
2,1,0.000975630420725793,-0.00021326940623112,0.000998668392150148,293.149993896484,6.55893944925558e-14,0
2,1,-0.00104287950671278,0.000258488675171975,0.00107443662480095,293.149993896484,2.12716667796559e-13,0
2,1,-0.0010729799978435,0.000286517868516967,0.00111057578073347,293.149993896484,2.02967221219554e-13,0
2,1,-0.00109563785372302,0.000254837646934902,0.00112488423084605,293.149993896484,1.8106405459971e-13,0
2,1,-0.00106773103470914,0.000227524760703091,0.00109170375066409,293.149993896484,1.89417455702511e-13,0
2,1,0.00143721318454482,-0.000523635841091163,0.00152963271143916,293.149993896484,6.99729355527598e-14,0
2,1,0.00141255449852906,-0.000527289186720736,0.00150776128672522,293.149993896484,1.14336401531164e-13,0
2,1,0.00142048051930033,-0.000555623177206144,0.00152528096453092,293.149993896484,8.94479577593134e-14,0
2,1,0.00144072610419244,-0.000545198650797829,0.00154043282103871,293.149993896484,5.19082600267961e-14,0
2,1,-0.000444758654339239,0.00149215286364779,0.00155702614913878,293.149993896484,9.33477116995342e-14,0
2,1,-0.000468380225356668,0.00147835636744276,0.00155077966992855,293.149993896484,1.2174680528877e-13,0
2,1,-0.00044468225678429,0.00146428740117699,0.00153032019614995,293.149993896484,1.10416862610701e-13,0
2,1,-0.00129579906933941,-0.000896208512131125,0.00157552687229294,293.149993896484,1.72872425836466e-13,0
2,1,-0.00132755842059851,-0.000914731834200211,0.00161218661717597,293.149993896484,1.76790794223132e-13,0
2,1,-0.0014245034835767,0.000906962392036803,0.00168872465348596,293.149993896484,2.19194684854049e-13,0
2,1,-0.00146728419349529,0.000894208889803849,0.00171829346826593,293.149993896484,2.56032419572213e-13,0
2,1,-0.00138452390092425,0.000920423161005601,0.00166255382696202,293.149993896484,2.03533402326172e-13,0
2,1,-0.00139533515903167,0.000957213545916602,0.00169210460034721,293.149993896484,1.81213434660879e-13,0
2,1,0.000783939904067665,-0.00161206113989465,0.00179256879699164,293.149993896484,2.44445900403842e-13,0
2,1,0.000816097992355935,-0.00158991632633843,0.00178713453827205,293.149993896484,1.89261882160023e-13,0
2,1,-0.00158355614985339,0.000834444188512862,0.00178995731331264,293.149993896484,2.85579544358193e-13,0
