,QOI,subset,p,s,b,beta0,beta1,gamma1,objective,p-value
143,Temperature,0,1.0,1.0,42,307.2511380126982,34221.17615514777,2.0,0.0011726638069772435,
144,Temperature,0,1.0,1.0,43,307.2511379881642,34221.10449281951,2.0,0.0022227653941415655,
145,Temperature,0,1.0,1.0,44,307.2471370366329,34470.978846671365,2.0,0.0008227625160992605,
146,Temperature,0,1.0,1.0,45,307.25122295624124,30971.080791726545,1.98818359375,4.4335178613819334e-05,
147,Temperature,0,1.0,1.0,46,307.26594014583816,33296.030258759056,2.0,2.9428766394694473e-07,
148,Temperature,0,1.0,1.0,47,307.2652084839668,23516.06618506887,1.9431640625000006,0.004098161279357644,
149,Temperature,0,1.0,1.0,48,307.2514319126209,33045.9256600987,2.0,0.004335521731324508,
150,Temperature,0,1.0,1.0,49,307.26520777787846,23516.11046036496,1.9431640625000006,0.0002125219500963222,
151,Temperature,0,1.0,1.0,50,307.24838298768105,16608.877222836287,1.8681640624999998,0.0023861164790120533,
152,Temperature,0,1.0,1.0,51,307.2659394626371,33296.0633200702,2.0,0.0024677982085040515,
153,Temperature,0,1.0,1.0,52,307.24269834542866,10687.854266193615,1.7912733289930558,0.0008607233258409121,
154,Temperature,0,1.0,1.0,53,307.26617143223893,32370.861826868866,2.0,0.005180834407816736,
155,Temperature,0,1.0,1.0,54,307.25143140579456,33045.71252657362,2.0,0.0014003634103995069,
156,Temperature,0,1.0,1.0,55,307.2659394793897,33296.025731525166,2.0,0.0019427026508848622,
157,Temperature,0,1.0,1.0,56,307.24760770431953,12693.38587002616,1.8240695529513888,0.002356441704073624,
158,Temperature,0,1.0,1.0,57,307.24713755247416,34471.20931298361,2.0,0.00029756000658460866,
159,Temperature,0,1.0,1.0,58,307.2659393152251,33296.04615115989,2.0,0.0058281529530543235,
160,Temperature,0,1.0,1.0,59,307.24736895209963,33545.998978277785,2.0,0.005010808042335218,
161,Temperature,0,1.0,1.0,60,307.25143140579456,33045.71252657362,2.0,0.0014003634103995069,
162,Temperature,0,1.0,1.0,61,307.2659393937099,33296.11258751781,2.0,0.004935630961271985,
163,Temperature,0,1.0,1.0,62,307.2659392826631,33296.04346486435,2.0,0.006878282261354756,
164,Temperature,0,1.0,1.0,63,307.2659394783596,33296.040494367975,2.0,1.4576722504648552e-14,
165,Temperature,0,1.0,1.0,64,307.248382988796,16608.87722760143,1.8681640624999998,0.0013358869802748174,
166,Temperature,0,1.0,1.0,65,307.26617096593264,32370.941317537985,2.0,0.002190525533996792,
167,Temperature,0,1.0,1.0,66,307.2652085846319,23516.06694814645,1.9431640625000006,0.00021264173637712932,
168,Temperature,0,1.0,1.0,67,307.24245406851344,9923.054312437485,1.7790662977430558,0.002968927137950555,
169,Temperature,0,1.0,1.0,68,307.26594014583816,33296.030258759056,2.0,2.9428766394694473e-07,
170,Temperature,0,1.0,1.0,69,307.2483805982328,16599.584580838706,1.868062337239583,0.00254995351561521,
171,Temperature,0,1.0,1.0,70,307.2662334490909,32120.889530569264,2.0,0.00159023860311253,
172,Temperature,0,1.0,1.0,71,307.2465223275332,25443.67363929657,1.9509765625000006,0.0003994980961694394,
173,Temperature,0,1.0,1.0,72,307.24713757330335,34471.15515794502,2.0,0.0008776008645302921,
174,Temperature,0,1.0,1.0,73,307.2659394626371,33296.0633200702,2.0,0.0024677982085040515,
175,Temperature,0,1.0,1.0,74,307.26537183799763,25353.765574776862,1.9554687499999999,0.0051018587024695425,
176,Temperature,0,1.0,1.0,75,307.2659402685669,33296.041000357305,2.0,0.00493572223653586,
177,Temperature,0,1.0,1.0,76,307.26520857222647,23516.057361366504,1.9431640625000006,0.00021274475000834252,
178,Temperature,0,1.0,1.0,77,307.24838059823355,16599.58458047011,1.868062337239583,0.0025497386925414874,
179,Temperature,0,1.0,1.0,78,307.2514318171564,33046.010959227475,2.0,0.0004500537884675767,
180,Temperature,0,1.0,1.0,79,307.2659402685669,33296.041000357305,2.0,0.00493572223653586,
181,Temperature,0,1.0,1.0,80,307.26594030616064,33295.99839675741,2.0,4.130925885766753e-08,
182,Temperature,0,1.0,1.0,81,307.24353532052004,13965.288507587595,1.8351779513888888,0.0006602919879120164,
183,Temperature,0,1.0,1.0,82,307.26617058546327,32370.91240734571,2.0,0.00623067560456141,
184,Temperature,0,1.0,1.0,83,307.24713761413625,34471.143719587315,2.0,0.005288330746773702,
185,Temperature,0,1.0,1.0,84,307.26520766743874,23516.12328574441,1.9431640625000006,0.00409816204628298,
186,Temperature,0,1.0,1.0,85,307.2662331174627,32120.87752105534,2.0,0.0055305918681634696,
187,Temperature,0,1.0,1.0,86,307.26594029535477,33295.9627801286,2.0,1.178748525670846e-07,
188,Temperature,0,1.0,1.0,87,307.2659402685669,33296.041000357305,2.0,0.00493572223653586,
189,Temperature,0,1.0,1.0,88,307.26623426752434,32120.83844636149,2.0,0.0015901158228208221,
190,Temperature,0,1.0,1.0,89,307.24245406851344,9923.054312437485,1.7790662977430558,0.002968927137950555,
191,Temperature,0,1.0,1.0,90,307.2483805982328,16599.584580838706,1.868062337239583,0.00254995351561521,
192,Temperature,0,1.0,1.0,91,307.26623347276256,32120.876507528657,2.0,0.0021155308601629526,
193,Temperature,0,1.0,1.0,92,307.24838300483606,16608.852407948947,1.8681640624999998,0.0023861322446470895,
194,Temperature,0,1.0,1.0,93,307.24713755247416,34471.20931298361,2.0,0.00029756000658460866,
195,Temperature,0,1.0,1.0,94,307.26617058040915,32370.90156977228,2.0,0.006755741811101956,
196,Temperature,0,1.0,1.0,95,307.26617143223893,32370.861826868866,2.0,0.005180834407816736,
197,Temperature,0,1.0,1.0,96,307.26617096593264,32370.941317537985,2.0,0.002190525533996792,
198,Temperature,0,1.0,1.0,97,307.2659394669536,33296.11820860864,2.0,1.1787484853171083e-07,
199,Temperature,0,1.0,1.0,98,307.24245406851344,9923.054312437485,1.7790662977430558,0.002968927137950555,
200,Temperature,0,1.0,1.0,99,307.2659402839488,33296.040494367975,2.0,1.4576722504648552e-14,
201,Temperature,0,1.0,1.0,100,307.26520776101563,23516.102172988412,1.9431640625000006,0.0002124105700984265,
202,Temperature,0,2.0,0.0,0,307.25478007481314,33840.04608991003,2.0,0.007647041466388808,
203,Temperature,0,2.0,0.0,1,307.24403871463176,11477.920923987755,1.8037041558159723,0.0024598018512545328,
204,Temperature,0,2.0,0.0,2,307.24787737471144,19770.749195095752,1.9035156249999998,0.001077812931501277,
205,Temperature,0,2.0,0.0,3,307.2550772782416,33482.412792165815,2.0,0.007293071428238628,
206,Temperature,0,2.0,0.0,4,307.25030462870984,34682.48300347048,2.0,0.005482586081013555,
207,Temperature,0,2.0,0.0,5,307.2517801210081,34666.85966458962,2.0,0.0032239509736396083,
208,Temperature,0,2.0,0.0,6,307.2578265409346,34233.56539154859,2.0,0.005795324249925446,
209,Temperature,0,2.0,0.0,7,307.25803965741574,34193.449348045804,2.0,0.005897933008716259,
210,Temperature,0,2.0,0.0,8,307.2486362262454,24598.083133516637,1.93935546875,0.0008606833432240516,
211,Temperature,0,2.0,0.0,9,307.2544593005331,34464.23264169014,2.0,0.003568298157996732,
212,Temperature,0,2.0,0.0,10,307.24525532731496,33840.046089911375,2.0,6.144767561560753e-17,
213,Temperature,0,2.0,0.0,11,307.2505472133707,16712.184188482144,1.8720296223958335,0.003983339756722461,
214,Temperature,0,2.0,0.0,12,307.2629717819192,32963.360318533836,2.0,0.005030934266551274,
215,Temperature,0,2.0,0.0,13,307.2597719305473,34008.42425499232,2.0,0.008833583283401154,
216,Temperature,0,2.0,0.0,14,307.2608562903996,22447.127011016135,1.9308593749999998,0.003756258928904681,
217,Temperature,0,2.0,0.0,15,307.2442317420004,33451.15470977458,1.9908203125000001,0.0004895226078710292,
218,Temperature,0,2.0,0.0,16,307.2599733625394,32862.486047317776,2.0,0.0044956907990312215,
219,Temperature,0,2.0,0.0,17,307.2603325083725,28033.024682804724,1.97109375,0.003199816909471572,
220,Temperature,0,2.0,0.0,18,307.2442317420004,33451.15470977458,1.9908203125000001,0.0004895226078710292,
221,Temperature,0,2.0,0.0,19,307.26531899649194,28896.89223755801,1.97412109375,0.00014386083202614074,
222,Temperature,0,2.0,0.0,20,307.24781740372663,34888.550141874875,2.0,0.005593449866037911,
223,Temperature,0,2.0,0.0,21,307.25131528661854,33787.38615458717,2.0,0.004227978463219495,
224,Temperature,0,2.0,0.0,22,307.251588296336,28701.000267335716,1.9703125,0.004864497567561642,
225,Temperature,0,2.0,0.0,23,307.2490476398742,15813.708202279493,1.8636542426215281,0.006312099719048649,
226,Temperature,0,2.0,0.0,24,307.2529104619255,15250.640402422052,1.8581882052951388,0.0015422292375972732,
227,Temperature,0,2.0,0.0,25,307.2390060658169,10060.74346256662,1.7763739691840277,0.0009387210030578222,
228,Temperature,0,2.0,0.0,26,307.25521256406563,34463.49170845032,2.0,0.007440453123360499,
229,Temperature,0,2.0,0.0,27,307.25103251574217,22304.463486486606,1.9246093749999997,0.0015716057509606491,
230,Temperature,0,2.0,0.0,28,307.2519715115388,17044.934239554022,1.8713243272569446,0.0039068298669820275,
231,Temperature,0,2.0,0.0,29,307.2623019870379,33391.1284779883,2.0,0.005631784314659651,
232,Temperature,0,2.0,0.0,30,307.2548956435012,33516.60286094277,2.0,0.007356720299265282,
233,Temperature,0,2.0,0.0,31,307.24064373653516,16921.420021126145,1.8710598415798612,0.0017497835546500108,
234,Temperature,0,2.0,0.0,32,307.248238087331,21901.419919387015,1.9203124999999996,0.0009757473035635891,
235,Temperature,0,2.0,0.0,33,307.23669631470864,10062.01653413177,1.775580512152778,0.00315435530870498,
236,Temperature,0,2.0,0.0,34,307.25281961139814,34612.24073464527,2.0,0.007673562472841145,
237,Temperature,0,2.0,0.0,35,307.2571667649956,32628.483582198256,1.99755859375,0.0058530715614557504,
238,Temperature,0,2.0,0.0,36,307.2513102320717,14533.426983063377,1.8450520833333335,0.0037398097962643797,
239,Temperature,0,2.0,0.0,37,307.25640469014576,34239.09150513392,2.0,0.00803418257041355,
240,Temperature,0,2.0,0.0,38,307.2390060658169,10060.74346256662,1.7763739691840277,0.0009387210030578222,
241,Temperature,0,2.0,0.0,39,307.241632073819,22070.5357041345,1.9146484375,0.0014692244954705631,
242,Temperature,0,2.0,0.0,40,307.25438921736503,33510.45301940782,2.0,0.004546338995387194,
243,Temperature,0,2.0,0.0,41,307.2501555056755,34267.81424936587,2.0,0.0006155330468945473,
244,Temperature,0,2.0,0.0,42,307.2554498696944,33412.27793045565,2.0,0.0071402495098058585,
245,Temperature,0,2.0,0.0,43,307.2506002143784,23373.82485417646,1.9281249999999999,0.006695638530950033,
246,Temperature,0,2.0,0.0,44,307.244461719727,12703.010297963623,1.8203667534722223,0.0023453346310982454,
247,Temperature,0,2.0,0.0,45,307.2557671964158,30345.60602814061,1.97705078125,0.005237001752565779,
248,Temperature,0,2.0,0.0,46,307.26018647902055,32822.370003814816,2.0,0.004123852243495339,
249,Temperature,0,2.0,0.0,47,307.2554775810041,33144.945296082355,2.0,0.0071645395492310445,
250,Temperature,0,2.0,0.0,48,307.241632073819,22070.5357041345,1.9146484375,0.0014692244954705631,
251,Temperature,0,2.0,0.0,49,307.2599733625394,32862.486047317776,2.0,0.0044956907990312215,
252,Temperature,0,2.0,0.0,50,307.2440035949308,34639.47181422633,2.0,0.001150326271317119,
253,Temperature,0,2.0,0.0,51,307.2563411051995,34411.69970982732,2.0,0.0008225757028851196,
254,Temperature,0,2.0,0.0,52,307.248238087331,21901.419919387015,1.9203124999999996,0.0009757473035635891,
255,Temperature,0,2.0,0.0,53,307.24765903214615,14369.28900257131,1.8417019314236112,0.0003330722839139665,
256,Temperature,0,2.0,0.0,54,307.25241468499655,27582.268120055356,1.9636718749999997,0.0074150018512999846,
257,Temperature,0,2.0,0.0,55,307.263553719422,32591.702753673348,2.0,0.004512112716714214,
258,Temperature,0,2.0,0.0,56,307.25896664163076,33314.10284150467,2.0,0.005166384017790348,
259,Temperature,0,2.0,0.0,57,307.258723944851,27324.007171596386,1.9616210937499998,0.006091914291245724,
260,Temperature,0,2.0,0.0,58,307.24525532731496,33840.046089911375,2.0,6.144767561560753e-17,
261,Temperature,0,2.0,0.0,59,307.25896664163076,33314.10284150467,2.0,0.005166384017790348,
262,Temperature,0,2.0,0.0,60,307.2528243332631,34509.87479877831,2.0,0.005961584766442759,
263,Temperature,0,2.0,0.0,61,307.25803965741574,34193.449348045804,2.0,0.005897933008716259,
264,Temperature,0,2.0,0.0,62,307.2649375289911,25622.218767392016,1.9543945312499997,0.0002544037683702814,
265,Temperature,0,2.0,0.0,63,307.2580670108436,22032.887310584392,1.9264648437499998,0.006303422860902725,
266,Temperature,0,2.0,0.0,64,307.25478007481314,33840.04608991003,2.0,0.007647041466388808,
267,Temperature,0,2.0,0.0,65,307.23669631470864,10062.01653413177,1.775580512152778,0.00315435530870498,
268,Temperature,0,2.0,0.0,66,307.2402132119034,13164.68154617982,1.8206312391493058,0.0006261296078941733,
