,QOI,parameter,exact,mean,lower bound,upper bound,boot sd,bounded
0,Temperature,gamma1,1.0,1.919406529179326,1.4312725830078126,2.0,0.14245977023811238,False
1,Temperature,beta0,,307.2559724408955,307.2378346329438,307.2870651282743,0.01225317899978595,
