             QOI  subset    p    s    b       beta0        beta1          beta2        beta12    gamma1    gamma2     objective  p-value
210  Temperature       0  2.0  0.0    8  305.809513    63.227659    8103.624803 -3.112536e+06  3.516468  1.999995  2.316394e-03      NaN
211  Temperature       0  2.0  0.0    9  305.813725   146.655352     836.193063 -1.056841e+06  3.999957  1.639697  3.678368e-03      NaN
212  Temperature       0  2.0  0.0   10  305.792668   134.089892     480.760646 -2.984703e+05  3.999950  1.425039  3.008755e-03      NaN
213  Temperature       0  2.0  0.0   11  305.761547   173.296573      75.456797 -5.549511e+04  3.998204  1.067608  3.113870e-03      NaN
214  Temperature       0  2.0  0.0   12  305.782469   138.738272     360.176015 -2.052509e+05  3.997738  1.348390  1.319366e-03      NaN
215  Temperature       0  2.0  0.0   13  305.811494    99.132221    6957.228766 -5.048857e+06  3.796415  1.999998  2.587681e-03      NaN
216  Temperature       0  2.0  0.0   14  305.767236   145.486786     200.780085 -1.088989e+05  3.998912  1.222470  1.690986e-03      NaN
217  Temperature       0  2.0  0.0   15  305.804932    73.197904    9394.415446 -3.691849e+06  3.611148  1.999945  6.552395e-04      NaN
218  Temperature       0  2.0  0.0   16  305.802646    74.605812   10598.403449 -3.799380e+06  3.648240  1.999999  2.212057e-03      NaN
219  Temperature       0  2.0  0.0   17  305.790402    91.406376     957.907143 -3.734728e+05  3.742793  1.537379  2.256464e-03      NaN
220  Temperature       0  2.0  0.0   18  305.813304    75.709431    5698.631583 -3.731910e+06  3.611314  1.999773  8.245852e-04      NaN
221  Temperature       0  2.0  0.0   19  305.814269   116.664367    4302.249897 -5.938312e+06  3.868833  1.999985  2.367693e-03      NaN
222  Temperature       0  2.0  0.0   20  305.808282    92.300336    7426.483743 -4.639030e+06  3.751025  1.998328  1.945295e-03      NaN
223  Temperature       0  2.0  0.0   21  305.784851   137.366725     324.589821 -1.922712e+05  3.993854  1.338594  7.644387e-04      NaN
224  Temperature       0  2.0  0.0   22  305.773475   154.086335     231.207346 -1.521988e+05  3.997392  1.272931  9.221791e-04      NaN
225  Temperature       0  2.0  0.0   23  305.800137   140.031468    1123.369850 -8.724750e+05  4.000000  1.611111  1.924048e-03      NaN
226  Temperature       0  2.0  0.0   24  305.788637   148.140052     312.857062 -2.250954e+05  3.999311  1.353691  9.981196e-04      NaN
227  Temperature       0  2.0  0.0   25  305.802703   152.170862     880.676802 -9.491984e+05  3.999934  1.611074  3.008977e-03      NaN
228  Temperature       0  2.0  0.0   26  305.801048   148.048751     637.181865 -5.684288e+05  3.999013  1.523081  1.077708e-04      NaN
229  Temperature       0  2.0  0.0   27  305.795260    40.113277   10676.042864 -1.931554e+06  3.222222  2.000000  8.602224e-04      NaN
230  Temperature       0  2.0  0.0   28  305.797038    48.675728    6435.457007 -1.549854e+06  3.339217  1.923316  2.248391e-03      NaN
231  Temperature       0  2.0  0.0   29  305.792243    91.366547     638.064891 -2.915671e+05  3.709414  1.494956  2.808700e-03      NaN
232  Temperature       0  2.0  0.0   30  305.780879   114.708475     669.431563 -2.453723e+05  3.998768  1.416512  1.694095e-03      NaN
233  Temperature       0  2.0  0.0   31  305.780758   138.277248     316.435694 -1.710338e+05  3.997672  1.314655  1.477889e-03      NaN
234  Temperature       0  2.0  0.0   32  305.796442    44.362838   10311.388746 -2.115210e+06  3.305409  2.000000  4.032484e-03      NaN
235  Temperature       0  2.0  0.0   33  305.768577   156.082149     136.598479 -8.728995e+04  3.999519  1.170445  3.727311e-03      NaN
236  Temperature       0  2.0  0.0   34  305.788061   157.345677     218.265163 -1.955006e+05  3.987280  1.316698  2.668426e-03      NaN
237  Temperature       0  2.0  0.0   35  305.799010    56.281290   11044.478002 -2.785880e+06  3.462038  1.999943  3.871667e-03      NaN
238  Temperature       0  2.0  0.0   36  305.804025   137.445596    1081.697838 -8.501705e+05  3.999737  1.611091  2.274066e-03      NaN
239  Temperature       0  2.0  0.0   37  305.799978   130.460600    1100.334126 -8.744064e+05  3.930174  1.626034  1.843793e-03      NaN
240  Temperature       0  2.0  0.0   38  305.789297   165.379303     183.747194 -1.723863e+05  3.999585  1.284347  7.113950e-04      NaN
241  Temperature       0  2.0  0.0   39  305.812818   144.479454    2651.590273 -3.842673e+06  3.999999  1.877927  1.187113e-03      NaN
242  Temperature       0  2.0  0.0   40  305.786142   139.213905     549.132691 -3.289829e+05  3.992950  1.432860  1.181857e-04      NaN
243  Temperature       0  2.0  0.0   41  305.798192    79.995928    2869.301828 -1.190857e+06  3.625084  1.775892  1.214469e-03      NaN
244  Temperature       0  2.0  0.0   42  305.819340   153.298716    1288.011712 -4.021099e+06  3.999960  1.876760  1.622915e-03      NaN
245  Temperature       0  2.0  0.0   43  305.799162   140.501423     915.823022 -7.033490e+05  3.999934  1.571857  2.029297e-03      NaN
246  Temperature       0  2.0  0.0   44  305.786891   127.247604     618.503340 -3.076238e+05  3.999905  1.438133  3.336192e-03      NaN
247  Temperature       0  2.0  0.0   45  305.798336    68.330867    3933.044129 -1.442802e+06  3.541122  1.843009  3.677644e-03      NaN
248  Temperature       0  2.0  0.0   46  305.791866   144.308702     436.591336 -3.076659e+05  3.998679  1.415654  9.700338e-04      NaN
249  Temperature       0  2.0  0.0   47  305.782011   126.668854     469.534445 -2.222977e+05  3.993453  1.380554  2.438766e-03      NaN
250  Temperature       0  2.0  0.0   48  305.800480    61.709731    7419.645031 -3.025927e+06  3.458558  1.999999  1.139680e-03      NaN
251  Temperature       0  2.0  0.0   49  305.769268   131.184344     417.768376 -1.833533e+05  3.999364  1.336702  1.312641e-03      NaN
252  Temperature       0  2.0  0.0   50  305.790973   125.863989    1152.407028 -5.948581e+05  3.995637  1.561111  1.432475e-03      NaN
253  Temperature       0  2.0  0.0   51  305.790919   138.799825     481.758620 -2.982228e+05  3.999878  1.416728  2.287152e-03      NaN
254  Temperature       0  2.0  0.0   52  305.804855   152.579734     826.539152 -9.459384e+05  3.999964  1.610774  2.992699e-03      NaN
255  Temperature       0  2.0  0.0   53  305.771693   149.923193     223.103557 -1.369088e+05  3.996503  1.259504  1.019255e-03      NaN
256  Temperature       0  2.0  0.0   54  305.804373   146.955503     341.047402 -3.120838e+05  3.997165  1.416749  1.987445e-03      NaN
257  Temperature       0  2.0  0.0   55  305.767554   125.695284     442.965987 -1.749452e+05  3.999703  1.335081  2.616371e-03      NaN
258  Temperature       0  2.0  0.0   56  305.799271   156.197481     558.851957 -5.730325e+05  3.999912  1.513655  1.244698e-03      NaN
259  Temperature       0  2.0  0.0   57  305.801873   157.004260     453.759368 -4.969036e+05  3.999986  1.487642  4.351945e-03      NaN
260  Temperature       0  2.0  0.0   58  305.781887   125.790203     498.820340 -2.255640e+05  3.999834  1.384014  2.588307e-03      NaN
261  Temperature       0  2.0  0.0   59  305.784267   126.560839     445.717713 -2.244152e+05  3.972016  1.383318  6.443103e-04      NaN
262  Temperature       0  2.0  0.0   60  305.748127   154.741518      71.145947 -3.792678e+04  3.994941  1.018887  3.052740e-03      NaN
263  Temperature       0  2.0  0.0   61  305.787845   151.260113     209.863901 -1.571753e+05  3.999385  1.284303  2.486977e-03      NaN
264  Temperature       0  2.0  0.0   62  305.810657    71.045217    4545.415264 -1.882768e+06  3.605597  1.886536  1.670950e-03      NaN
265  Temperature       0  2.0  0.0   63  305.799905   158.420635     459.720003 -5.022174e+05  3.999644  1.487694  1.333297e-03      NaN
266  Temperature       0  2.0  0.0   64  305.779293   157.733458     265.508016 -1.947716e+05  3.999851  1.314152  2.355283e-03      NaN
267  Temperature       0  2.0  0.0   65  305.815127   102.539672    4456.270426 -5.155423e+06  3.782879  2.000000  2.798459e-03      NaN
268  Temperature       0  2.0  0.0   66  305.793771   155.316613     267.953149 -2.658463e+05  3.960448  1.375215  3.434267e-05      NaN
269  Temperature       0  2.0  0.0   67  305.815832   136.452849    3577.129090 -4.183500e+06  3.973739  1.903581  6.872692e-04      NaN
270  Temperature       0  2.0  0.0   68  305.808723    67.435243    7871.433707 -3.340813e+06  3.550425  2.000000  2.820890e-03      NaN
271  Temperature       0  2.0  0.0   69  305.761747   161.185155     100.079567 -6.575318e+04  3.991675  1.111527  4.930449e-04      NaN
272  Temperature       0  2.0  0.0   70  305.794544   132.796777    1175.677041 -6.894888e+05  3.996930  1.577390  3.226616e-04      NaN
273  Temperature       0  2.0  0.0   71  305.781538   148.858495     396.108261 -2.751337e+05  3.999787  1.388762  2.575320e-03      NaN
274  Temperature       0  2.0  0.0   72  305.793105   143.408098     543.071919 -3.939205e+05  3.994755  1.461175  4.925863e-04      NaN
275  Temperature       0  2.0  0.0   73  305.790861   139.423929     503.943390 -3.101658e+05  3.999156  1.422701  2.617294e-03      NaN
276  Temperature       0  2.0  0.0   74  305.798108    53.256305   11098.552826 -2.218675e+06  3.482360  1.967786  3.609957e-04      NaN
277  Temperature       0  2.0  0.0   75  305.777190   135.580492     384.845477 -1.975417e+05  3.999842  1.346008  4.344918e-03      NaN
278  Temperature       0  2.0  0.0   76  305.798902    87.085435    2107.008909 -7.922638e+05  3.764894  1.685349  9.308095e-04      NaN
279  Temperature       0  2.0  0.0   77  305.799760    48.109186   10657.006079 -2.360708e+06  3.350228  2.000000  1.512643e-03      NaN
280  Temperature       0  2.0  0.0   78  305.777197    31.187669    3349.397664 -3.256173e+05  3.107527  1.723317  9.877326e-04      NaN
281  Temperature       0  2.0  0.0   79  305.803841   139.649134    1327.684563 -1.075857e+06  3.999607  1.650542  2.637094e-03      NaN
282  Temperature       0  2.0  0.0   80  305.790078    57.395380    2725.799744 -6.025089e+05  3.471686  1.714215  1.730176e-03      NaN
283  Temperature       0  2.0  0.0   81  305.782309   174.526021      96.842411 -9.405149e+04  3.997981  1.163024  2.983297e-03      NaN
284  Temperature       0  2.0  0.0   82  305.786428   131.500085     563.451422 -2.846773e+05  3.999949  1.418180  1.715315e-03      NaN
285  Temperature       0  2.0  0.0   83  305.791875    98.385361    1262.720625 -5.551899e+05  3.807189  1.597875  2.482190e-03      NaN
286  Temperature       0  2.0  0.0   84  305.771239    47.260343     921.060528 -1.371349e+05  3.367913  1.483331  1.430654e-03      NaN
287  Temperature       0  2.0  0.0   85  305.795575    91.617489     966.634215 -4.697796e+05  3.709209  1.582130  6.376339e-04      NaN
288  Temperature       0  2.0  0.0   86  305.791294   149.200315     382.604202 -2.899675e+05  3.996871  1.398118  1.126919e-03      NaN
289  Temperature       0  2.0  0.0   87  305.778700   128.537235     361.996735 -1.682066e+05  3.997753  1.326316  2.120848e-03      NaN
290  Temperature       0  2.0  0.0   88  305.782259   128.044637     533.123106 -2.573573e+05  3.995152  1.405448  1.259810e-03      NaN
291  Temperature       0  2.0  0.0   89  305.781316   120.708101     250.682724 -1.667757e+05  3.799418  1.338716  1.187943e-03      NaN
292  Temperature       0  2.0  0.0   90  305.789807   110.362786    1186.605058 -5.544023e+05  3.857949  1.572002  4.158600e-04      NaN
293  Temperature       0  2.0  0.0   91  305.790404   146.404410     404.140026 -2.940221e+05  3.996006  1.404657  1.062394e-04      NaN
294  Temperature       0  2.0  0.0   92  305.777308   149.217228     355.944626 -2.183077e+05  3.999824  1.344675  2.476172e-03      NaN
295  Temperature       0  2.0  0.0   93  305.797282    60.132047    3166.368666 -9.151100e+05  3.478343  1.786197  2.525325e-03      NaN
296  Temperature       0  2.0  0.0   94  305.798507    56.864258    2985.248780 -1.149057e+06  3.381527  1.840112  1.133465e-03      NaN
297  Temperature       0  2.0  0.0   95  305.805475    71.266610    6830.980672 -3.513236e+06  3.566372  1.999996  1.723211e-03      NaN
298  Temperature       0  2.0  0.0   96  305.808387    68.461597    9554.124315 -3.405200e+06  3.611111  2.000000  1.743698e-03      NaN
299  Temperature       0  2.0  0.0   97  305.791977    55.310371    3082.845433 -7.480913e+05  3.422997  1.763829  2.239416e-03      NaN
300  Temperature       0  2.0  0.0   98  305.802164    64.057408   10611.298062 -3.207993e+06  3.546169  1.999999  3.999344e-03      NaN
301  Temperature       0  2.0  0.0   99  305.792106   153.724060     341.045561 -2.769756e+05  3.999769  1.383892  3.670140e-03      NaN
302  Temperature       0  2.0  0.0  100  305.800041   144.378129    1042.425417 -8.999254e+05  4.000000  1.611111  1.528508e-03      NaN
303  Temperature       0  2.0  1.0    0  305.791964    29.400060   13042.472406 -1.366967e+06  3.083090  1.999999  1.556623e-03      NaN
304  Temperature       0  2.0  1.0    1  305.791480   118.495297    1474.954803 -6.193314e+05  4.000000  1.579887  8.870998e-04      NaN
305  Temperature       0  2.0  1.0    2  305.788610    42.242553    1558.001659 -3.036490e+05  3.235304  1.657054  2.847173e-04      NaN
306  Temperature       0  2.0  1.0    3  305.775259   137.357669     302.508343 -1.546261e+05  4.000000  1.297756  7.483174e-04      NaN
307  Temperature       0  2.0  1.0    4  306.686381    -1.213660      -7.390647  1.519705e+01  0.500090  0.250281  1.566792e-03      NaN
308  Temperature       0  2.0  1.0    5  306.621193    -1.768306      -6.280409  1.593628e+01  0.500120  0.250020  1.115619e-03      NaN
309  Temperature       0  2.0  1.0    6  305.785935    22.681129   10433.663965 -9.824186e+05  2.871469  2.000000  4.164094e-04      NaN
310  Temperature       0  2.0  1.0    7  305.802358   123.966111    4791.818314 -2.603879e+06  4.000000  1.831199  1.256005e-03      NaN
311  Temperature       0  2.0  1.0    8  305.791507    30.201971   11301.939464 -1.222328e+06  3.099827  1.975117  5.120968e-05      NaN
312  Temperature       0  2.0  1.0    9  306.510532    -1.576905      -5.736134  1.498576e+01  0.500000  0.250000  1.388701e-03      NaN
313  Temperature       0  2.0  1.0   10  305.785057   106.814176    2064.608690 -6.742033e+05  4.000000  1.611111  1.781009e-03      NaN
314  Temperature       0  2.0  1.0   11  305.767097    77.855259    1557.171394 -2.641248e+05  4.000000  1.496455  1.154325e-03      NaN
315  Temperature       0  2.0  1.0   12  305.797978    61.332767    2130.691930 -2.905279e+06  3.363067  2.000000  1.696572e-03      NaN
316  Temperature       0  2.0  1.0   13  305.758522    71.505960    1769.826497 -2.540560e+05  4.000000  1.500460  1.692199e-03      NaN
317  Temperature       0  2.0  1.0   14  305.798132    28.994297    8781.062309 -1.265330e+06  3.045568  2.000000  5.543038e-04      NaN
318  Temperature       0  2.0  1.0   15  305.801484   111.613615    5941.186230 -2.551471e+06  3.999999  1.847258  6.771953e-04      NaN
319  Temperature       0  2.0  1.0   16  305.743209    61.949974     210.628410 -3.639003e+04  3.525349  1.189422  7.603700e-05      NaN
320  Temperature       0  2.0  1.0   17  305.817381    52.410674    -341.795513 -2.316523e+06  3.327339  2.000000  1.261953e-03      NaN
321  Temperature       0  2.0  1.0   18  305.789694    34.257338    3157.497159 -5.204211e+05  3.087861  1.799248  9.933999e-04      NaN
322  Temperature       0  2.0  1.0   19  305.798829    30.879414   11298.530762 -1.382510e+06  3.149865  2.000000  7.731789e-04      NaN
323  Temperature       0  2.0  1.0   20  305.783342    34.395983    2159.368041 -2.422121e+05  3.191629  1.652266  2.405428e-04      NaN
324  Temperature       0  2.0  1.0   21  305.780713    28.562779    3395.320206 -3.090147e+05  3.069932  1.736863  3.968119e-05      NaN
325  Temperature       0  2.0  1.0   22  305.760301    81.291884     690.379216 -1.280705e+05  4.000000  1.360692  1.112897e-03      NaN
326  Temperature       0  2.0  1.0   23  306.820401    -2.023318      -7.613294  1.799499e+01  0.500000  0.250000  1.401557e-03      NaN
327  Temperature       0  2.0  1.0   24  305.789650    35.977721    6464.589815 -7.982839e+05  3.233643  1.858363  9.088816e-04      NaN
328  Temperature       0  2.0  1.0   25  305.818526    55.718289     -45.616779 -1.689713e+04  3.040945  1.088840  1.657008e-03      NaN
329  Temperature       0  2.0  1.0   26  305.794887    48.759600    4809.606939 -8.144272e+05  3.439259  1.802569  1.116511e-04      NaN
330  Temperature       0  2.0  1.0   27  305.787093    14.758029   -1009.669654 -4.897299e+05  2.456487  1.999999  1.307750e-03      NaN
331  Temperature       0  2.0  1.0   28  305.777640   130.632892     588.415853 -2.803164e+05  4.000000  1.416667  1.552345e-03      NaN
332  Temperature       0  2.0  1.0   29  305.792217    30.788604    9557.903260 -1.409638e+06  3.032110  2.000000  9.782212e-04      NaN
333  Temperature       0  2.0  1.0   30  305.799838    39.821906    8998.008035 -1.844278e+06  3.222222  2.000000  5.945573e-04      NaN
334  Temperature       0  2.0  1.0   31  306.930749    -2.228852      -8.163011  1.899481e+01  0.500019  0.250009  1.521588e-03      NaN
335  Temperature       0  2.0  1.0   32  305.788416    77.796246    1209.212178 -4.019154e+05  3.625989  1.582020  2.807915e-04      NaN
336  Temperature       0  2.0  1.0   33  305.792929    34.944735   13007.861042 -1.667766e+06  3.186341  1.999999  9.807563e-05      NaN
337  Temperature       0  2.0  1.0   34  305.800935   131.877306    1969.620340 -1.290020e+06  3.999975  1.692885  1.260106e-03      NaN
338  Temperature       0  2.0  1.0   35  306.442866    -1.730693      -5.057059  1.486077e+01  0.500031  0.250007  1.256801e-03      NaN
339  Temperature       0  2.0  1.0   36  305.752237    81.919311     455.795775 -8.379524e+04  4.000000  1.283333  3.419306e-04      NaN
340  Temperature       0  2.0  1.0   37  305.789842    25.931822   -1581.269833 -4.122366e+05  2.755743  1.841687  1.167665e-03      NaN
341  Temperature       0  2.0  1.0   38  305.790689    27.076870   -2986.646996 -1.025345e+06  2.811684  1.999999  1.233375e-03      NaN
342  Temperature       0  2.0  1.0   39  305.783914   136.411376     462.930217 -2.606971e+05  4.000000  1.396750  7.844779e-04      NaN
343  Temperature       0  2.0  1.0   40  305.787027    40.353784    1654.754387 -2.841386e+05  3.226209  1.653768  3.037016e-05      NaN
344  Temperature       0  2.0  1.0   41  306.379585    -1.462722      -6.008122  1.711336e+01  0.500000  0.287612  1.945574e-03      NaN
345  Temperature       0  2.0  1.0   42  306.856839    -2.314134      -7.581384  1.884496e+01  0.500000  0.250000  1.525315e-03      NaN
346  Temperature       0  2.0  1.0   43  305.802521    36.162421    -100.761650 -2.737363e+04  2.845692  1.271527  1.261907e-03      NaN
347  Temperature       0  2.0  1.0   44  305.772499    56.186339     337.300121 -7.293073e+04  3.412984  1.339460  1.042872e-04      NaN
348  Temperature       0  2.0  1.0   45  305.794338    39.314254   13909.958238 -1.923677e+06  3.290831  1.999999  4.187190e-04      NaN
349  Temperature       0  2.0  1.0   46  306.539665    -1.774622      -5.684016  1.545022e+01  0.500000  0.250000  1.446110e-03      NaN
350  Temperature       0  2.0  1.0   47  305.790177    25.672796   -2337.605365 -6.182898e+05  2.766711  1.920368  1.038229e-03      NaN
351  Temperature       0  2.0  1.0   48  305.825235   138.175961    -625.631219 -2.134832e+06  3.877665  1.785592  1.250734e-03      NaN
352  Temperature       0  2.0  1.0   49  306.573839    -1.650889      -6.089513  1.544591e+01  0.500000  0.250000  1.551984e-03      NaN
353  Temperature       0  2.0  1.0   50  305.795764    44.331246    2209.557605 -1.977808e+06  3.182524  2.000000  1.378801e-03      NaN
354  Temperature       0  2.0  1.0   51  305.790980    21.085891    5866.764950 -8.148836e+05  2.792767  2.000000  1.510610e-03      NaN
355  Temperature       0  2.0  1.0   52  305.793571    28.366998    6679.519528 -1.224059e+06  2.975000  2.000000  5.246549e-04      NaN
356  Temperature       0  2.0  1.0   53  305.821858   135.351615    3641.753488 -6.848113e+06  4.000000  2.000000  6.868275e-04      NaN
357  Temperature       0  2.0  1.0   54  305.779956    38.200425    2000.560443 -2.777552e+05  3.186587  1.654988  9.924550e-04      NaN
358  Temperature       0  2.0  1.0   55  305.773927    95.352517     900.487748 -2.228723e+05  4.000000  1.430511  1.269030e-03      NaN
359  Temperature       0  2.0  1.0   56  305.802674    39.669201    -200.040465 -6.552577e+04  2.939203  1.411171  1.415936e-03      NaN
360  Temperature       0  2.0  1.0   57  306.947656    -1.173366      -9.230613  1.644692e+01  0.500000  0.250000  1.287822e-03      NaN
361  Temperature       0  2.0  1.0   58  305.763201    62.150830    1579.772131 -1.999505e+05  4.000000  1.487500  8.992898e-04      NaN
362  Temperature       0  2.0  1.0   59  305.774185    88.114226     974.461452 -2.149723e+05  4.000000  1.441404  1.191601e-03      NaN
363  Temperature       0  2.0  1.0   60  305.790154   129.820131    1582.315217 -8.168798e+05  4.000000  1.611111  1.220994e-03      NaN
364  Temperature       0  2.0  1.0   61  306.504256    -2.183589      -5.007351  1.616650e+01  0.500000  0.250000  2.021617e-03      NaN
365  Temperature       0  2.0  1.0   62  305.780715    16.650626   14277.147447 -7.184894e+05  2.717567  2.000000  3.725940e-04      NaN
366  Temperature       0  2.0  1.0   63  305.821526   122.013439    2617.379867 -6.159947e+06  3.896468  1.999994  1.725785e-03      NaN
367  Temperature       0  2.0  1.0   64  305.780146    77.010692    2141.404910 -7.152033e+05  3.589559  1.690878  3.032222e-04      NaN
368  Temperature       0  2.0  1.0   65  305.791525    23.043716   13118.262770 -1.016975e+06  2.975000  2.000000  7.746118e-04      NaN
369  Temperature       0  2.0  1.0   66  305.738282   137.142995     123.641981 -5.090504e+04  3.960002  1.093866  7.027942e-04      NaN
370  Temperature       0  2.0  1.0   67  305.779651    38.171898    2071.634528 -2.645836e+05  3.229719  1.647297  2.871665e-04      NaN
371  Temperature       0  2.0  1.0   68  305.757014   112.064415     799.528862 -2.355430e+05  4.000000  1.408439  1.591087e-03      NaN
372  Temperature       0  2.0  1.0   69  306.828634    -2.016123      -7.672161  1.800630e+01  0.500000  0.250000  1.686399e-03      NaN
373  Temperature       0  2.0  1.0   70  305.784120    84.519411     627.471198 -2.157830e+05  3.706021  1.456155  7.996104e-05      NaN
374  Temperature       0  2.0  1.0   71  306.566978    -1.779675      -6.007908  1.597452e+01  0.500000  0.250000  1.905014e-03      NaN
375  Temperature       0  2.0  1.0   72  305.775360    10.630163    7649.952924 -3.627128e+05  2.322222  2.000000  3.853324e-04      NaN
376  Temperature       0  2.0  1.0   73  305.798434    27.657376   10103.834824 -1.208549e+06  3.063058  2.000000  6.331262e-04      NaN
377  Temperature       0  2.0  1.0   74  305.758297   104.450873     409.954502 -1.095026e+05  4.000000  1.283333  1.909261e-03      NaN
378  Temperature       0  2.0  1.0   75  306.682881    -1.194471      -7.391329  1.516272e+01  0.500000  0.250000  1.956502e-03      NaN
379  Temperature       0  2.0  1.0   76  305.764997   139.109801     148.379016 -7.691511e+04  4.000000  1.170525  5.065787e-04      NaN
380  Temperature       0  2.0  1.0   77  306.906831    -2.167778      -8.023659  1.863593e+01  0.500000  0.250000  1.878208e-03      NaN
381  Temperature       0  2.0  1.0   78  305.821539   140.661662    3664.728398 -7.236099e+06  4.000000  2.000000  1.245311e-03      NaN
382  Temperature       0  2.0  1.0   79  305.773648    18.732947    5591.257474 -7.392010e+05  2.641643  2.000000  8.938202e-04      NaN
383  Temperature       0  2.0  1.0   80  305.761209    89.807596     648.087851 -1.375851e+05  4.000000  1.355080  1.290156e-03      NaN
384  Temperature       0  2.0  1.0   81  305.748837    62.129943     371.230386 -6.305408e+04  3.559212  1.284763  3.371221e-05      NaN
385  Temperature       0  2.0  1.0   82  305.784011    19.291264    6313.280721 -3.987315e+05  2.802280  1.863956  1.030121e-03      NaN
386  Temperature       0  2.0  1.0   83  306.557554    -1.898481      -5.727570  1.595751e+01  0.500000  0.250000  1.331422e-03      NaN
387  Temperature       0  2.0  1.0   84  305.804259    42.254361     -41.761305 -1.274748e+04  2.844205  1.093906  1.727733e-03      NaN
388  Temperature       0  2.0  1.0   85  305.819218    61.112412   -2217.455579 -2.757491e+06  3.388900  1.999998  7.527846e-04      NaN
389  Temperature       0  2.0  1.0   86  305.756456   108.642355     758.471181 -2.149274e+05  4.000000  1.398577  1.388266e-03      NaN
390  Temperature       0  2.0  1.0   87  306.715618    -1.132758      -7.730110  1.534434e+01  0.500000  0.250000  1.543281e-03      NaN
391  Temperature       0  2.0  1.0   88  305.722542   157.762205      39.910429 -2.030240e+04  3.931708  0.900715  1.310575e-03      NaN
392  Temperature       0  2.0  1.0   89  305.751815    99.765068     547.697477 -1.374248e+05  4.000000  1.336489  1.305943e-03      NaN
393  Temperature       0  2.0  1.0   90  306.543495    -0.913336      -6.592221  1.347661e+01  0.500014  0.250039  1.181038e-03      NaN
394  Temperature       0  2.0  1.0   91  306.544029    -1.924506      -5.558009  1.579398e+01  0.500000  0.250000  2.080770e-03      NaN
395  Temperature       0  2.0  1.0   92  305.792334    28.039634    7606.642620 -1.212342e+06  2.975000  2.000000  5.278504e-04      NaN
396  Temperature       0  2.0  1.0   93  305.817674   118.624915    8956.148653 -6.112938e+06  4.000000  2.000000  1.751830e-03      NaN
397  Temperature       0  2.0  1.0   94  306.993125    -1.502336      -9.242859  1.748988e+01  0.500000  0.250000  1.534494e-03      NaN
398  Temperature       0  2.0  1.0   95  306.625198    -2.017657      -6.037228  1.645662e+01  0.500000  0.250000  2.197547e-03      NaN
399  Temperature       0  2.0  1.0   96  306.474490    -1.975218      -4.992342  1.549985e+01  0.500000  0.250000  9.450482e-04      NaN
400  Temperature       0  2.0  1.0   97  307.163092    -2.522352      -9.518321  2.096920e+01  0.500000  0.250000  1.865716e-03      NaN
401  Temperature       0  2.0  1.0   98  305.799482    36.490501    9857.462723 -1.680260e+06  3.197681  1.999999  3.421407e-04      NaN
402  Temperature       0  2.0  1.0   99  305.743025     6.281028    2727.179189 -3.366492e+04  2.111596  1.648542  1.252830e-03      NaN
403  Temperature       0  2.0  1.0  100  305.751879    65.305222     952.016781 -1.237544e+05  4.000000  1.393432  1.467608e-03      NaN
404  Temperature       0  inf  0.0    0  305.799552   127.254715    1431.225601 -7.931681e+05  4.000000  1.611111  6.208938e-03      NaN
405  Temperature       0  inf  0.0    1  305.797039    91.997851    7449.955792 -2.506295e+06  3.860018  1.880892  1.971557e-06      NaN
406  Temperature       0  inf  0.0    2  305.814374   121.403467    9840.916072 -6.358606e+06  4.000000  2.000000  2.592481e-03      NaN
407  Temperature       0  inf  0.0    3  305.802979   141.539402    1883.263863 -1.669460e+06  3.999992  1.728053  1.978341e-03      NaN
408  Temperature       0  inf  0.0    4  305.813573   120.928491    9776.333690 -6.311464e+06  4.000000  2.000000  3.487596e-03      NaN
409  Temperature       0  inf  0.0    5  305.796099   117.117429    1463.938176 -6.647876e+05  3.999958  1.595385  2.470355e-03      NaN
410  Temperature       0  inf  0.0    6  305.808681    65.952809   11592.393197 -3.307072e+06  3.642983  1.999856  3.041833e-03      NaN
411  Temperature       0  inf  0.0    7  305.817345   110.036407   11009.150087 -5.704924e+06  4.000000  2.000000  4.364196e-03      NaN
412  Temperature       0  inf  0.0    8  305.798022   104.521907    4131.743491 -1.415556e+06  3.999938  1.751828  5.318972e-03      NaN
413  Temperature       0  inf  0.0    9  305.809391    83.385416    4889.981036 -4.130496e+06  3.633371  1.999441  3.523714e-03      NaN
414  Temperature       0  inf  0.0   10  305.807041    62.861346   10923.529316 -3.112091e+06  3.570059  1.999810  5.243121e-03      NaN
415  Temperature       0  inf  0.0   11  305.800391    74.560825   10838.499350 -3.805642e+06  3.638830  1.999975  2.115199e-03      NaN
416  Temperature       0  inf  0.0   12  305.799193    36.233149   12382.363745 -1.715273e+06  3.244434  1.999968  4.476586e-03      NaN
417  Temperature       0  inf  0.0   13  305.815102    94.039736    3004.344952 -4.662064e+06  3.698742  1.999789  3.980253e-03      NaN
418  Temperature       0  inf  0.0   14  305.789569   105.840467    1740.335248 -5.833694e+05  3.999998  1.587126  4.006357e-03      NaN
419  Temperature       0  inf  0.0   15  305.823700   123.964725    7744.133164 -6.403682e+06  4.000000  2.000000  4.809052e-03      NaN
420  Temperature       0  inf  0.0   16  305.814017   121.514813    9429.671033 -6.312047e+06  4.000000  2.000000  3.350162e-03      NaN
421  Temperature       0  inf  0.0   17  305.791406   104.824987    2894.212578 -9.463261e+05  3.999992  1.677781  2.521706e-03      NaN
