,QOI,subset,p,s,b,beta0,beta1,beta2,beta12,gamma1,gamma2,objective,p-value
172,Temperature,0,1.0,1.0,71,305.78302176314185,154.1242878676352,252.02445753584536,-182608.887061784,3.999760755597923,1.3072109474526696,0.0020982938085218213,
173,Temperature,0,1.0,1.0,72,305.9201075072971,87.8153693990184,-3.5074346862246157,-920.0950529914434,2.7942597995111487,0.45090901782492787,0.0018315100022897083,
174,Temperature,0,1.0,1.0,73,305.79078557417,35.34449616727659,5726.468283347845,-903163.6009677504,3.1145547258067294,1.8882406449776146,9.460431102586652e-06,
175,Temperature,0,1.0,1.0,74,305.7916795792321,31.390744838192546,10108.839302070135,-1455969.5821123691,3.039638011968214,1.9999900073481611,1.0385895979348477e-07,
176,Temperature,0,1.0,1.0,75,305.6785475418521,133.76395896222112,31.470992638460345,-10603.220839358757,3.821746298545803,0.8120155268830056,9.604701574118751e-05,
177,Temperature,0,1.0,1.0,76,305.791683382087,31.398859755289298,10104.340714814833,-1455795.5436805654,3.039806072812561,1.9999164028517447,1.094479453980169e-07,
178,Temperature,0,1.0,1.0,77,305.7916769074567,31.44146933235699,10045.506791768255,-1449613.3386568937,3.040532808014216,1.9988606897022698,3.001797579824582e-05,
179,Temperature,0,1.0,1.0,78,305.7826107722264,156.24887252793178,227.80205751657113,-169491.81359903046,3.9998543648835017,1.2910426821966732,0.0021248070409033482,
180,Temperature,0,1.0,1.0,79,305.7916796207415,31.38800475779888,10107.281431698446,-1455533.9675524207,3.0395941779391116,1.9999534639111523,0.0006046964838112105,
181,Temperature,0,1.0,1.0,80,305.7846685565371,154.5173143686309,257.37534257507735,-192207.63747701445,3.9997995537984945,1.3162132695421036,0.0020971487438671927,
182,Temperature,0,1.0,1.0,81,305.7916784271966,31.379829135185837,10106.091048860493,-1455159.3904025012,3.0394224728965438,1.9999647919759083,0.0006047319546323462,
183,Temperature,0,1.0,1.0,82,305.79271448520643,32.148404092190574,9458.598009838945,-1485326.8015178032,3.048099521032421,1.9998276079919974,2.8926596760458707e-05,
184,Temperature,0,1.0,1.0,83,305.6867358608113,114.88476323226456,37.952193973812484,-11184.58253922028,3.7371881602171326,0.8508408961409645,0.0012789350189351153,
185,Temperature,0,1.0,1.0,84,305.7916626346337,32.383614391252095,9007.13076823507,-1351335.8634660922,3.05628264206074,1.9800673555289503,9.357441297136144e-06,
186,Temperature,0,1.0,1.0,85,305.7916760180268,31.38812085241829,10104.067932402499,-1454784.8450454213,3.0396275663712036,1.9998564446170357,0.0006046333698002055,
187,Temperature,0,1.0,1.0,86,305.78275947449583,155.12162537504034,237.618694789685,-174359.63313128272,3.999975779830491,1.2975942592055971,0.002099137332911838,
188,Temperature,0,1.0,1.0,87,305.79166936461434,31.41727791807841,10059.134925326576,-1449517.646939752,3.0401811113300536,1.9990016110829734,1.366755802626218e-07,
189,Temperature,0,1.0,1.0,88,305.6108101501877,263.7844524504361,6.959922652120354,-4509.8043944117035,3.9902020218200107,0.5268566419351073,0.00010511233315529782,
190,Temperature,0,1.0,1.0,89,305.79188169399816,32.697410183887904,10310.74447471575,-1553137.4024607535,3.0645026934572037,1.999947437557669,7.322049548796571e-05,
191,Temperature,0,1.0,1.0,90,305.7916759812771,31.441527984344642,10040.968902946815,-1448909.5038091275,3.0405445083147935,1.9987728422921573,3.0103337337713454e-05,
192,Temperature,0,1.0,1.0,91,305.78775329956534,57.10867412575516,289.7913096830192,-111629.69042511734,3.303836400115469,1.414295266877497,1.5218449173100033e-05,
193,Temperature,0,1.0,1.0,92,305.7846618923268,154.52696205984026,257.1915582975983,-192077.5975466428,3.999801570509091,1.316077714099103,0.0020971686719562805,
194,Temperature,0,1.0,1.0,93,305.79297407527145,31.285077801499213,14375.74239479665,-1476771.973679199,3.1712423813909276,1.9995721499144576,0.001137453749950773,
195,Temperature,0,1.0,1.0,94,305.9307227005644,97.02199065115374,-3.223489492848396,-919.1085390183503,2.824473274128658,0.4301268577496987,0.0019288270725821754,
196,Temperature,0,1.0,1.0,95,305.7898766256996,23.961020579867597,9113.542188019986,-1068424.8001696367,2.874424322199411,1.9999252098619749,0.000446808358554719,
197,Temperature,0,1.0,1.0,96,305.8253084583406,271.23674132593624,-86.71210598554275,-204327.80015252487,3.9986449893007427,1.2225013599285461,0.001484679615739823,
198,Temperature,0,1.0,1.0,97,305.79167430433364,31.36796282585854,10099.018220068123,-1454479.5601058095,3.039036354588136,1.9999662806383438,6.06822088364231e-05,
199,Temperature,0,1.0,1.0,98,305.7918787949453,32.696088667099374,10313.090469498627,-1553096.7945328215,3.0645026934572037,1.999947437557669,7.337876933104669e-05,
200,Temperature,0,1.0,1.0,99,305.79167623301214,31.411741676377414,10077.62269295605,-1452173.8371750233,3.0400746290406078,1.9993735069595595,8.744055004459528e-08,
201,Temperature,0,1.0,1.0,100,305.79167487923996,31.412711235829136,10074.242550804915,-1451625.4712606212,3.040092167032145,1.999296642450727,6.021303524955928e-08,
202,Temperature,0,2.0,0.0,0,305.7908426964226,145.59722770254578,440.5617226422194,-312744.8334067506,3.9998415696232765,1.4165978249624676,0.004255216368289078,
203,Temperature,0,2.0,0.0,1,305.7942277479682,33.782676112333746,11745.05167183604,-1584737.1567660058,3.1481713070304105,1.999993924580077,0.002064748622716643,
204,Temperature,0,2.0,0.0,2,305.79902723468246,160.7923393208446,400.83805386040177,-450237.9997325203,3.999961013346911,1.465179794894842,0.0005385006086100057,
205,Temperature,0,2.0,0.0,3,305.7970185729558,135.87663346522058,850.4392559736651,-556576.744661744,3.999840934180248,1.5357233851354257,0.0027658847635638906,
206,Temperature,0,2.0,0.0,4,305.7959371553625,154.42997269488464,379.0289755227838,-332179.1046129492,3.9999942325055597,1.416414521300855,0.003324321004872476,
207,Temperature,0,2.0,0.0,5,305.8000286416888,147.25100919129693,419.6343315617873,-366756.00263015914,3.9998113811016074,1.4446723851685717,0.0037664714499716285,
208,Temperature,0,2.0,0.0,6,305.8006720115774,58.86463217611225,11245.030906990676,-2936077.914752517,3.499676909811875,1.9999731613182425,0.00102955200857685,
209,Temperature,0,2.0,0.0,7,305.7895000201934,111.61287725245025,1065.2977581583668,-461044.1859017953,3.9043392181396497,1.5364857554435725,0.0026782886223317834,
210,Temperature,0,2.0,0.0,8,305.80951252203783,63.227658846273016,8103.624803160361,-3112536.3920968114,3.51646810416163,1.999994852976151,0.0023163942745601973,
211,Temperature,0,2.0,0.0,9,305.81372522798364,146.65535238277394,836.1930628902271,-1056840.6375120315,3.9999573321081714,1.6396974897962844,0.003678368416364541,
212,Temperature,0,2.0,0.0,10,305.79266789629855,134.08989150003438,480.76064576319413,-298470.34779369505,3.999950053542851,1.42503881402469,0.003008754500762654,
213,Temperature,0,2.0,0.0,11,305.76154670538943,173.29657271828367,75.4567971057989,-55495.10644507594,3.9982036288827656,1.0676078349830482,0.003113869640863714,
214,Temperature,0,2.0,0.0,12,305.78246896118185,138.73827184775402,360.17601471236543,-205250.87315453583,3.9977375024583948,1.3483895589485053,0.0013193661123055418,
215,Temperature,0,2.0,0.0,13,305.81149356653384,99.13222105262894,6957.228766073261,-5048857.014568826,3.7964146445659033,1.9999981798123416,0.0025876813556293785,
216,Temperature,0,2.0,0.0,14,305.7672358488066,145.48678614983717,200.78008531084396,-108898.91781851687,3.998912007412072,1.2224701944515988,0.001690986412552955,
217,Temperature,0,2.0,0.0,15,305.80493196296317,73.19790364791461,9394.415446399273,-3691848.923650357,3.6111483120872983,1.9999446557994485,0.0006552394638119201,
218,Temperature,0,2.0,0.0,16,305.80264588117507,74.6058115437872,10598.403448625875,-3799379.6277259723,3.6482400558160872,1.9999993840892127,0.002212056921519416,
219,Temperature,0,2.0,0.0,17,305.790401504807,91.40637648016012,957.907143148704,-373472.82556802104,3.7427932951185436,1.537379042307535,0.002256463574783404,
220,Temperature,0,2.0,0.0,18,305.8133041780351,75.70943110215188,5698.631583127956,-3731909.5289585995,3.611314334209723,1.9997727233604219,0.0008245851938405099,
221,Temperature,0,2.0,0.0,19,305.81426927436394,116.66436698967227,4302.249896874829,-5938312.424501773,3.868833130293205,1.999984710251172,0.0023676934093955185,
222,Temperature,0,2.0,0.0,20,305.8082824674032,92.30033616182172,7426.48374334184,-4639029.576233412,3.7510248577222236,1.9983279083506211,0.001945294720231854,
223,Temperature,0,2.0,0.0,21,305.7848513235647,137.36672497517753,324.58982079379734,-192271.16719000926,3.9938542895019054,1.338593757820006,0.0007644387145055482,
224,Temperature,0,2.0,0.0,22,305.77347528774436,154.08633465746573,231.2073458713738,-152198.8034194628,3.997392180562019,1.2729314392225612,0.0009221790581790429,
225,Temperature,0,2.0,0.0,23,305.80013710785795,140.03146801321301,1123.3698501846118,-872474.9691039779,4.0,1.6111111111111112,0.0019240484296726133,
226,Temperature,0,2.0,0.0,24,305.78863672078745,148.14005233063313,312.85706150970515,-225095.35181815032,3.99931081256182,1.3536910348313465,0.000998119567071047,
227,Temperature,0,2.0,0.0,25,305.802702562302,152.17086175109864,880.6768021622813,-949198.3975513703,3.999933543353256,1.611073756948839,0.003008977310157727,
228,Temperature,0,2.0,0.0,26,305.80104819638075,148.04875079640834,637.1818649753453,-568428.752618323,3.9990130845224474,1.5230812272027845,0.0001077707581736023,
229,Temperature,0,2.0,0.0,27,305.79525996072954,40.11327700488525,10676.042863574123,-1931553.7753739832,3.2222222222222223,2.0,0.000860222429226425,
230,Temperature,0,2.0,0.0,28,305.79703790878307,48.67572757984373,6435.457007207871,-1549853.9010425066,3.33921743786074,1.923316290161165,0.0022483908758617437,
231,Temperature,0,2.0,0.0,29,305.7922427016732,91.36654701954981,638.0648910100319,-291567.06021250086,3.7094136873881007,1.4949558840857602,0.002808699777312214,
232,Temperature,0,2.0,0.0,30,305.7808792648608,114.70847537831406,669.4315625125001,-245372.2572406824,3.998767590150236,1.4165117683742814,0.0016940946714308468,
233,Temperature,0,2.0,0.0,31,305.780757572543,138.27724784093067,316.43569438086547,-171033.79129496551,3.9976715087890624,1.314654922485351,0.0014778887086588038,
234,Temperature,0,2.0,0.0,32,305.79644243772566,44.362837783119176,10311.388746332335,-2115209.656766215,3.305408991291052,1.9999998784209696,0.004032484215381097,
235,Temperature,0,2.0,0.0,33,305.76857663967735,156.0821489579843,136.59847871676507,-87289.94857605205,3.999518716335296,1.1704453771313028,0.0037273111134456184,
236,Temperature,0,2.0,0.0,34,305.7880613990447,157.34567660764364,218.2651628441414,-195500.63424419836,3.9872802734374995,1.316697523328993,0.0026684257680426194,
237,Temperature,0,2.0,0.0,35,305.7990096223501,56.28128987826422,11044.478002273716,-2785880.405243561,3.462038064797529,1.999942875904202,0.003871666865011105,
238,Temperature,0,2.0,0.0,36,305.80402512034783,137.44559602143744,1081.6978376779862,-850170.4767029295,3.999736714031314,1.611090534105662,0.002274065566631933,
239,Temperature,0,2.0,0.0,37,305.79997815353084,130.46059982814776,1100.3341257252691,-874406.3569631247,3.9301737949252127,1.6260335025481045,0.001843792679324499,
240,Temperature,0,2.0,0.0,38,305.789297333367,165.37930328088174,183.74719354097195,-172386.32547737478,3.9995847702026364,1.2843472030427723,0.000711395046636264,
241,Temperature,0,2.0,0.0,39,305.8128176711014,144.47945406983732,2651.590273101951,-3842672.8714506268,3.9999985123256954,1.8779266646333286,0.0011871132697081838,
242,Temperature,0,2.0,0.0,40,305.7861421701142,139.21390496751286,549.1326907769478,-328982.9191972804,3.9929503545165073,1.432859924978887,0.0001181856942445396,
243,Temperature,0,2.0,0.0,41,305.79819213441783,79.99592846676609,2869.3018283419756,-1190856.6125669775,3.6250836158223043,1.775891593793252,0.001214468514496355,
244,Temperature,0,2.0,0.0,42,305.8193404552303,153.2987163954812,1288.011712495077,-4021099.240847593,3.9999596140412885,1.8767597435846832,0.0016229148559048835,
245,Temperature,0,2.0,0.0,43,305.7991623836949,140.50142299423044,915.8230224660239,-703349.0320156268,3.9999342624293197,1.5718572015978105,0.002029297141606911,
246,Temperature,0,2.0,0.0,44,305.7868907261822,127.24760442409382,618.5033398399298,-307623.79356972146,3.9999049574136727,1.4381329893755423,0.0033361917820055433,
247,Temperature,0,2.0,0.0,45,305.7983360087779,68.33086650310584,3933.0441292958476,-1442801.8279943033,3.5411221575147156,1.8430090453863768,0.0036776435995671806,
248,Temperature,0,2.0,0.0,46,305.7918655924656,144.3087024526185,436.59133571778904,-307665.86185177584,3.9986790359020232,1.4156542057171464,0.000970033808095467,
249,Temperature,0,2.0,0.0,47,305.7820108498779,126.66885446077262,469.534444811758,-222297.70516054487,3.9934528917262875,1.3805540290860283,0.0024387662937647163,
250,Temperature,0,2.0,0.0,48,305.8004795238954,61.70973052907697,7419.645030983938,-3025927.42589431,3.4585584884890075,1.999999213398493,0.001139680296151106,
251,Temperature,0,2.0,0.0,49,305.76926837707003,131.1843436665704,417.76837630148026,-183353.294579595,3.9993639469146727,1.3367023557424562,0.0013126407101865685,
252,Temperature,0,2.0,0.0,50,305.7909725270915,125.86398920029526,1152.407028497694,-594858.0756462035,3.9956366222293576,1.5611113867708717,0.0014324747138170731,
253,Temperature,0,2.0,0.0,51,305.7909191683229,138.7998245705009,481.75861957256745,-298222.76477264566,3.9998777292843437,1.4167276837407676,0.002287152124829247,
254,Temperature,0,2.0,0.0,52,305.8048550650878,152.5797343163535,826.5391516950764,-945938.3570402917,3.9999636064283557,1.6107741608239143,0.0029926992384915526,
255,Temperature,0,2.0,0.0,53,305.7716925645997,149.92319290577075,223.10355698861025,-136908.7776574406,3.996502685546875,1.2595037672254776,0.0010192546845522493,
256,Temperature,0,2.0,0.0,54,305.80437343053813,146.95550339305603,341.04740210648555,-312083.78269782197,3.9971650948748003,1.4167493900419992,0.0019874449445236022,
257,Temperature,0,2.0,0.0,55,305.7675536167745,125.69528362401994,442.96598746501513,-174945.1910636139,3.999702573567628,1.3350813387117053,0.002616370745421919,
258,Temperature,0,2.0,0.0,56,305.79927079700474,156.19748096914336,558.8519566067217,-573032.4858691931,3.999912220565611,1.5136549366372902,0.001244697994591153,
259,Temperature,0,2.0,0.0,57,305.80187266555254,157.00425994229784,453.75936797044847,-496903.64040019066,3.9999860343523324,1.4876419633345601,0.0043519450454575954,
260,Temperature,0,2.0,0.0,58,305.7818867062614,125.79020275591684,498.82033982250806,-225564.040905804,3.9998339073288474,1.3840139334015977,0.002588306584036521,
261,Temperature,0,2.0,0.0,59,305.7842669387834,126.56083899575229,445.717713406426,-224415.22082811024,3.9720161914825427,1.3833175788323073,0.0006443103220990826,
262,Temperature,0,2.0,0.0,60,305.7481273938166,154.74151777564612,71.14594684144286,-37926.77771411548,3.994940594583749,1.018887077569444,0.0030527404520953763,
263,Temperature,0,2.0,0.0,61,305.7878452803403,151.26011315403753,209.86390126927597,-157175.29255280475,3.9993852160871026,1.2843032686143285,0.0024869766200282216,
264,Temperature,0,2.0,0.0,62,305.81065723731325,71.0452166478534,4545.415263582717,-1882767.636031743,3.6055966376120008,1.8865355671926716,0.001670949754483011,
265,Temperature,0,2.0,0.0,63,305.7999046684365,158.42063547753023,459.720002967879,-502217.4024319569,3.9996436678393357,1.4876943748193645,0.001333297259284295,
266,Temperature,0,2.0,0.0,64,305.7792929393421,157.73345806556202,265.50801551332995,-194771.59511178161,3.9998513221740732,1.3141517175568476,0.0023552829806744967,
267,Temperature,0,2.0,0.0,65,305.81512717610207,102.53967174705774,4456.270425588183,-5155423.324290221,3.7828786441850784,1.999999736669181,0.0027984594276501437,
268,Temperature,0,2.0,0.0,66,305.7937709055317,155.31661310691285,267.9531492752668,-265846.30914442963,3.960447509436765,1.3752149149788404,3.4342667393504255e-05,
269,Temperature,0,2.0,0.0,67,305.81583240520814,136.452848510856,3577.1290899719806,-4183500.3214518335,3.9737389549613003,1.903580853224008,0.0006872692407403415,
270,Temperature,0,2.0,0.0,68,305.8087229404665,67.43524265027867,7871.433706801039,-3340813.0094658053,3.5504253439400433,1.9999998007332125,0.0028208897730368446,
271,Temperature,0,2.0,0.0,69,305.7617469823576,161.18515464757337,100.07956652661878,-65753.18125909354,3.9916745030300436,1.111526977093394,0.0004930449181198939,
272,Temperature,0,2.0,0.0,70,305.7945435111453,132.7967765676065,1175.6770413162533,-689488.818425083,3.996930092573167,1.5773904696934755,0.0003226616089797004,
273,Temperature,0,2.0,0.0,71,305.7815381945996,148.85849524033094,396.10826067350695,-275133.6976651474,3.9997865967452575,1.3887618722006,0.0025753202559711474,
274,Temperature,0,2.0,0.0,72,305.79310527898565,143.40809760265105,543.0719194768992,-393920.4552892761,3.994755148887635,1.4611749154826008,0.0004925863329858607,
275,Temperature,0,2.0,0.0,73,305.7908609697255,139.42392913692314,503.94338950769935,-310165.76354597136,3.9991564112366174,1.4227011401995695,0.0026172940649489057,
276,Temperature,0,2.0,0.0,74,305.7981081889157,53.25630450970442,11098.552825682687,-2218675.343598381,3.4823596333670963,1.9677858234952321,0.000360995656482647,
277,Temperature,0,2.0,0.0,75,305.7771901104304,135.58049156117613,384.8454767693756,-197541.7038951,3.999842439591885,1.3460079848921551,0.004344917765908863,
278,Temperature,0,2.0,0.0,76,305.7989016889692,87.08543469605402,2107.0089091997083,-792263.776985047,3.764893916745981,1.6853489219728452,0.0009308095175678191,
279,Temperature,0,2.0,0.0,77,305.79975962693334,48.10918601977175,10657.006079453151,-2360708.103064618,3.3502275481676396,1.9999997837463093,0.0015126433134946668,
280,Temperature,0,2.0,0.0,78,305.77719654735495,31.18766868996244,3349.3976636216776,-325617.34969983227,3.1075269893697817,1.723316806137317,0.0009877326170401855,
281,Temperature,0,2.0,0.0,79,305.80384074532446,139.64913389278524,1327.6845632176637,-1075857.2212374392,3.999607142750212,1.6505420035186842,0.0026370942849531557,
282,Temperature,0,2.0,0.0,80,305.79007803074376,57.39537954133684,2725.799744353853,-602508.8888425514,3.4716856497753827,1.7142152874730523,0.0017301756394896277,
283,Temperature,0,2.0,0.0,81,305.78230853226796,174.52602119244239,96.84241137487946,-94051.4864629178,3.9979814678430583,1.1630235734085224,0.002983297099011315,
284,Temperature,0,2.0,0.0,82,305.78642802959763,131.50008486127595,563.4514219212103,-284677.3324196518,3.9999486153188633,1.4181795633204581,0.001715314878805283,
285,Temperature,0,2.0,0.0,83,305.7918753602733,98.3853614748955,1262.720625077648,-555189.9409582015,3.807188916020097,1.5978752277118864,0.0024821901865696356,
286,Temperature,0,2.0,0.0,84,305.77123877221516,47.26034302865689,921.0605284457182,-137134.93898347538,3.367912620347408,1.483331412014862,0.0014306537457672785,
287,Temperature,0,2.0,0.0,85,305.7955753215572,91.61748881878516,966.6342146126135,-469779.5953355231,3.7092086853614705,1.5821303797445987,0.0006376338971635699,
288,Temperature,0,2.0,0.0,86,305.7912942119216,149.2003154331814,382.60420164525425,-289967.49766471446,3.9968708038330063,1.3981180548667917,0.0011269194871708131,
289,Temperature,0,2.0,0.0,87,305.7786996791234,128.5372354159973,361.99673513923113,-168206.56414235986,3.9977526545524595,1.3263160331795625,0.0021208478008009255,
290,Temperature,0,2.0,0.0,88,305.7822592903501,128.04463685827145,533.1231056007,-257357.29276230803,3.9951521188020704,1.4054477655018367,0.0012598097095819878,
291,Temperature,0,2.0,0.0,89,305.78131648568655,120.7081013539572,250.68272424110828,-166775.67874462216,3.799417609908333,1.3387164297985807,0.0011879426938697331,
292,Temperature,0,2.0,0.0,90,305.789807166898,110.36278633721389,1186.6050575445238,-554402.3491198313,3.8579493224620824,1.5720020200436307,0.0004158600080113366,
293,Temperature,0,2.0,0.0,91,305.7904039285028,146.40441014159597,404.14002624653216,-294022.0934791262,3.9960062295198435,1.404657029515753,0.00010623944033725595,
294,Temperature,0,2.0,0.0,92,305.77730832635683,149.21722819154675,355.9446264341681,-218307.7175965347,3.999824333190918,1.344675121704738,0.0024761719630870837,
295,Temperature,0,2.0,0.0,93,305.797281535929,60.13204709353342,3166.368666320629,-915109.9949323178,3.478343377303746,1.7861968640858925,0.002525325271832283,
296,Temperature,0,2.0,0.0,94,305.79850682966463,56.86425809909657,2985.2487795621932,-1149057.0379191407,3.3815266304545943,1.8401115655899045,0.0011334650028373592,
297,Temperature,0,2.0,0.0,95,305.80547457842835,71.26660973313112,6830.980671929365,-3513235.7991132606,3.5663719340190014,1.9999959007649946,0.0017232108210517595,
298,Temperature,0,2.0,0.0,96,305.8083866839084,68.46159707600482,9554.124315476885,-3405200.196827702,3.611111111111111,2.0,0.0017436977186718304,
299,Temperature,0,2.0,0.0,97,305.79197698968215,55.31037072144921,3082.8454334715643,-748091.2611107543,3.4229974435939883,1.7638286364963274,0.002239416213903579,
300,Temperature,0,2.0,0.0,98,305.8021638489867,64.05740804987889,10611.29806154736,-3207993.2409876063,3.5461690058709836,1.999998805033829,0.0039993435346211414,
301,Temperature,0,2.0,0.0,99,305.7921062422748,153.72406004875467,341.0455610609794,-276975.5898377956,3.999768797773868,1.3838918608021529,0.0036701395232211598,
302,Temperature,0,2.0,0.0,100,305.8000410438878,144.37812947065544,1042.425416815528,-899925.3893392948,4.0,1.6111111111111112,0.0015285078187628229,
303,Temperature,0,2.0,1.0,0,305.79196432008274,29.40005996185724,13042.472406284927,-1366966.6296074765,3.083089975212062,1.9999986229129947,0.001556622598445416,
304,Temperature,0,2.0,1.0,1,305.7914796360776,118.49529699437637,1474.9548026848565,-619331.3880464425,3.9999999798109767,1.5798865096516592,0.0008870997932284762,
305,Temperature,0,2.0,1.0,2,305.7886104494998,42.24255262477452,1558.0016588837843,-303648.9931366527,3.235303722745453,1.657054321498126,0.0002847173309033855,
306,Temperature,0,2.0,1.0,3,305.7752594371542,137.35766909145886,302.50834285572313,-154626.13934140446,3.9999998907875174,1.2977555208294516,0.0007483173895070503,
307,Temperature,0,2.0,1.0,4,306.6863807914321,-1.2136595295100057,-7.390647383535299,15.197048268441925,0.5000898743594022,0.25028140475169536,0.0015667923647670022,
308,Temperature,0,2.0,1.0,5,306.6211932911805,-1.768305996727872,-6.280408568194989,15.936281951806103,0.5001203715801241,0.2500198855996131,0.0011156193820422604,
309,Temperature,0,2.0,1.0,6,305.7859354667136,22.68112853139425,10433.663964513655,-982418.5705991056,2.8714687045472704,1.9999995594037363,0.00041640944047936166,
310,Temperature,0,2.0,1.0,7,305.80235834285634,123.96611138455245,4791.818313759178,-2603879.269137084,3.999999534468224,1.8311991711418107,0.001256005158221199,
311,Temperature,0,2.0,1.0,8,305.7915071433676,30.201971419837978,11301.939463869076,-1222328.4287571213,3.0998268104797115,1.9751167015185793,5.1209681564024074e-05,
312,Temperature,0,2.0,1.0,9,306.5105315212627,-1.576905478437092,-5.7361341540927,14.985764679619708,0.5,0.25,0.00138870109004092,
313,Temperature,0,2.0,1.0,10,305.7850570146907,106.81417597168448,2064.6086895487697,-674203.3352439359,4.0,1.6111111111111112,0.0017810093092380482,
314,Temperature,0,2.0,1.0,11,305.76709711469425,77.85525948619429,1557.1713941921093,-264124.78491322324,3.999999972646277,1.4964547715570091,0.0011543252685106552,
315,Temperature,0,2.0,1.0,12,305.7979782301971,61.33276729987807,2130.6919301264575,-2905278.563664729,3.363067480065663,1.999999935594714,0.0016965724318598802,
316,Temperature,0,2.0,1.0,13,305.7585224510494,71.50596029066388,1769.8264968131912,-254056.04611675115,3.999999975518308,1.5004604448072172,0.0016921991916169807,
317,Temperature,0,2.0,1.0,14,305.79813168290764,28.99429698224434,8781.062308506429,-1265329.592592996,3.0455679929637633,1.999999992609889,0.000554303754592347,
318,Temperature,0,2.0,1.0,15,305.80148352946117,111.61361471796731,5941.186229502887,-2551470.862973671,3.9999988203215593,1.8472583528957895,0.0006771952581847609,
319,Temperature,0,2.0,1.0,16,305.74320926918654,61.9499739286435,210.6284104543588,-36390.03251196116,3.5253489427763087,1.1894224054202183,7.603700471999896e-05,
320,Temperature,0,2.0,1.0,17,305.81738116515606,52.41067407018094,-341.7955126383138,-2316523.458375998,3.327338962263379,1.9999997452271145,0.0012619527201137687,
321,Temperature,0,2.0,1.0,18,305.78969382957183,34.2573376982693,3157.4971585951457,-520421.1389020661,3.0878610460934093,1.7992483680201796,0.0009933998902729442,
322,Temperature,0,2.0,1.0,19,305.7988288598762,30.879414317878062,11298.530762405211,-1382509.642149354,3.1498653428446772,1.9999999955588597,0.0007731789217042035,
323,Temperature,0,2.0,1.0,20,305.78334214144263,34.39598310665308,2159.3680406618123,-242212.07430911917,3.1916289015841413,1.6522658062754787,0.00024054277117586877,
324,Temperature,0,2.0,1.0,21,305.78071320702355,28.56277875302715,3395.3202064819507,-309014.6994105458,3.0699324998298025,1.736862600650718,3.9681185423529004e-05,
325,Temperature,0,2.0,1.0,22,305.76030082031065,81.29188368210237,690.3792155380105,-128070.4619511692,3.999999971421102,1.3606919046583625,0.001112897145917336,
326,Temperature,0,2.0,1.0,23,306.82040147753116,-2.023317568546188,-7.613294117935131,17.99498752740811,0.5,0.25,0.0014015571624158146,
327,Temperature,0,2.0,1.0,24,305.7896501768354,35.97772092148192,6464.589814796207,-798283.8589256288,3.2336425198004344,1.858363258523215,0.0009088816064660532,
328,Temperature,0,2.0,1.0,25,305.8185257342781,55.718289407889294,-45.61677864475605,-16897.128246016746,3.0409451036039545,1.0888397196062378,0.0016570076708620123,
329,Temperature,0,2.0,1.0,26,305.7948868117313,48.759599639850904,4809.606938856756,-814427.2171828107,3.4392592041497076,1.8025688498889085,0.00011165109243223386,
330,Temperature,0,2.0,1.0,27,305.7870931469858,14.758029361845303,-1009.6696541350374,-489729.9373435525,2.4564873836881027,1.9999987252307179,0.001307750296278952,
331,Temperature,0,2.0,1.0,28,305.7776395805476,130.63289226189545,588.4158531373832,-280316.3911888992,4.0,1.4166666666666667,0.0015523445182211,
332,Temperature,0,2.0,1.0,29,305.79221711278467,30.788604194612102,9557.903260122468,-1409637.558118002,3.0321101653165137,1.9999998186757586,0.0009782211661303892,
333,Temperature,0,2.0,1.0,30,305.799838094403,39.821905754902744,8998.008034818173,-1844277.9690400553,3.2222222222222223,2.0,0.0005945572909936748,
334,Temperature,0,2.0,1.0,31,306.93074882550115,-2.2288520876306968,-8.163011281647604,18.994807156868198,0.5000185805145634,0.2500089638141731,0.0015215879604200695,
335,Temperature,0,2.0,1.0,32,305.78841637541643,77.79624613005053,1209.2121783674822,-401915.38557038025,3.6259885165113857,1.5820202507410124,0.0002807915341165836,
336,Temperature,0,2.0,1.0,33,305.79292943021323,34.94473496602935,13007.861041741417,-1667765.7242733294,3.186340557200475,1.999999146897585,9.807562540717835e-05,
337,Temperature,0,2.0,1.0,34,305.80093487401837,131.8773063526403,1969.620339777573,-1290020.3947832983,3.999975053966046,1.692885088268667,0.0012601062125256173,
338,Temperature,0,2.0,1.0,35,306.4428660314195,-1.730692637486553,-5.057059356167095,14.860773044395925,0.5000313201919201,0.25000700294040146,0.0012568012769458396,
339,Temperature,0,2.0,1.0,36,305.75223691663774,81.91931100650936,455.79577514670024,-83795.24200800154,4.0,1.2833333333333334,0.0003419305984932905,
340,Temperature,0,2.0,1.0,37,305.7898419762853,25.931821945066023,-1581.2698327280657,-412236.56678207836,2.7557434430895187,1.8416873648326173,0.0011676647740958,
341,Temperature,0,2.0,1.0,38,305.7906887400414,27.07686966504726,-2986.6469956467104,-1025345.2590783326,2.8116841130633174,1.9999991887982116,0.0012333747511776988,
342,Temperature,0,2.0,1.0,39,305.783913835231,136.4113757143296,462.9302165681378,-260697.06558435987,3.9999998925895266,1.3967496214971762,0.000784477870028279,
343,Temperature,0,2.0,1.0,40,305.78702713268683,40.353783664823105,1654.7543866703088,-284138.5556246997,3.2262085257478033,1.6537683836776043,3.037016074060908e-05,
344,Temperature,0,2.0,1.0,41,306.3795845763317,-1.4627219731689738,-6.008121552300197,17.113362934375825,0.5000000112690028,0.28761172236409116,0.0019455739747537757,
