,QOI,subset,parameter,median,mean,lower bound,upper bound,p-value,MAD,boot sd
0,Temperature,0,beta0,305.6532476579545,305.64224711534695,305.43904615167514,305.7939293420387,,0.050245182632835395,0.09461934274017199
1,Temperature,0,beta1,2.348296828809757,2.4886590682931127,1.8918831538766099,4.065625247641397,,0.239175030329005,0.5609321836255574
2,Temperature,0,gamma1,1.1092522515190972,1.1521543398256646,0.7009091525607638,1.8015001085069446,,0.154633246527778,0.26862715283514277
