,QOI,parameter,exact,mean,lower bound,upper bound,boot sd,bounded
0,Temperature,gamma1,1.0,1.1521543398256646,0.7009091525607638,1.8015001085069446,0.26862715283514277,True
1,Temperature,beta0,,305.64224711534695,305.43904615167514,305.7939293420387,0.09461934274017199,
