             QOI  subset    p    s    b       beta0     beta1    gamma1  objective  p-value
303  Temperature       0  2.0  1.0    0  305.693487  2.650899  1.280111   0.011833      NaN
304  Temperature       0  2.0  1.0    1  305.609057  2.442616  1.065316   0.010739      NaN
305  Temperature       0  2.0  1.0    2  305.688176  2.615406  1.272293   0.004676      NaN
306  Temperature       0  2.0  1.0    3  305.667929  2.657132  1.236426   0.015544      NaN
307  Temperature       0  2.0  1.0    4  305.649834  2.392172  1.121071   0.008990      NaN
308  Temperature       0  2.0  1.0    5  305.655584  2.315349  1.119565   0.020240      NaN
309  Temperature       0  2.0  1.0    6  305.609203  2.496090  1.111536   0.011440      NaN
310  Temperature       0  2.0  1.0    7  305.634581  2.320285  1.077711   0.015124      NaN
311  Temperature       0  2.0  1.0    8  305.641740  2.327610  1.096229   0.006553      NaN
312  Temperature       0  2.0  1.0    9  305.513001  2.072007  0.850260   0.013843      NaN
313  Temperature       0  2.0  1.0   10  305.671888  2.384665  1.191846   0.006374      NaN
314  Temperature       0  2.0  1.0   11  305.685275  2.462468  1.196620   0.010841      NaN
315  Temperature       0  2.0  1.0   12  305.542066  2.086544  0.888509   0.011433      NaN
316  Temperature       0  2.0  1.0   13  305.494292  1.961198  0.779622   0.023170      NaN
317  Temperature       0  2.0  1.0   14  305.635329  2.384801  1.102001   0.008486      NaN
318  Temperature       0  2.0  1.0   15  305.625178  2.349054  1.074550   0.007814      NaN
319  Temperature       0  2.0  1.0   16  305.671444  2.651961  1.216493   0.003369      NaN
320  Temperature       0  2.0  1.0   17  305.744277  2.708684  1.409265   0.005165      NaN
