#Mesh Timestep Temperature
0.37151132884054006 0.004 306.35248068197757
0.2871904662373521 0.0035 306.221089049538
0.22840836479998242 0.0025 306.1053783302463
0.1841001150019505 0.002 305.9628447213854
0.14418897770893674 0.0016 305.8948312031488
0.11370645671722239 0.0014 305.84998452266353
0.0909313534093646 0.001 305.8222552299398

