Mesh timestep Tbulk_sim
0.000434551818926775 0.004 307.7986769318587
0.0002230378228604107 0.002 307.3806155116746
0.00011068469691763273 0.001 307.28466534664665
8.818687855717475e-05 0.0005 307.2742634884832
