             QOI  subset    p    s    b       beta0         beta1    gamma1     objective  p-value
282  Temperature       0  2.0  0.0   80  307.239333  2.958060e+06  2.000000  5.642889e-03      NaN
283  Temperature       0  2.0  0.0   81  307.248575  2.813548e+06  1.995508  1.188524e-04      NaN
284  Temperature       0  2.0  0.0   82  307.248364  2.814508e+06  1.995410  2.609040e-05      NaN
285  Temperature       0  2.0  0.0   83  307.240397  2.105991e+06  1.956055  4.914827e-03      NaN
286  Temperature       0  2.0  0.0   84  307.232198  6.690036e+05  1.809170  3.819965e-03      NaN
287  Temperature       0  2.0  0.0   85  307.235749  1.045682e+06  1.864624  4.954035e-03      NaN
288  Temperature       0  2.0  0.0   86  307.225977  6.916938e+05  1.811991  1.016404e-03      NaN
289  Temperature       0  2.0  0.0   87  307.228063  1.083571e+06  1.866828  8.654226e-04      NaN
290  Temperature       0  2.0  0.0   88  307.239506  2.955394e+06  2.000000  5.753357e-03      NaN
291  Temperature       0  2.0  0.0   89  307.239187  2.970507e+06  2.000000  5.925177e-03      NaN
292  Temperature       0  2.0  0.0   90  307.227427  9.667855e+05  1.852546  9.211734e-04      NaN
293  Temperature       0  2.0  0.0   91  307.245083  1.418676e+06  1.909277  3.403158e-04      NaN
294  Temperature       0  2.0  0.0   92  307.248575  2.813548e+06  1.995508  1.188524e-04      NaN
295  Temperature       0  2.0  0.0   93  307.249810  2.907343e+06  2.000000  1.189561e-03      NaN
296  Temperature       0  2.0  0.0   94  307.240767  2.219350e+06  1.962305  5.044275e-03      NaN
297  Temperature       0  2.0  0.0   95  307.245083  1.418676e+06  1.909277  3.403158e-04      NaN
298  Temperature       0  2.0  0.0   96  307.240729  2.132108e+06  1.957812  5.039708e-03      NaN
299  Temperature       0  2.0  0.0   97  307.249980  2.904718e+06  2.000000  1.102576e-03      NaN
300  Temperature       0  2.0  0.0   98  307.249324  2.134677e+06  1.963086  8.961121e-04      NaN
301  Temperature       0  2.0  0.0   99  307.249649  2.921515e+06  2.000000  1.276000e-03      NaN
302  Temperature       0  2.0  0.0  100  307.249968  2.906402e+06  2.000000  1.102315e-03      NaN
303  Temperature       0  2.0  1.0    0  307.250359  2.849026e+06  2.000000  3.925755e-03      NaN
304  Temperature       0  2.0  1.0    1  307.238888  2.849026e+06  2.000000  1.408273e-14      NaN
305  Temperature       0  2.0  1.0    2  307.250195  2.623179e+06  1.989551  1.092729e-03      NaN
306  Temperature       0  2.0  1.0    3  307.252440  2.765728e+06  2.000000  1.043538e-02      NaN
307  Temperature       0  2.0  1.0    4  307.251891  2.792174e+06  2.000000  3.319942e-03      NaN
308  Temperature       0  2.0  1.0    5  307.250348  1.583041e+06  1.924219  4.887448e-03      NaN
309  Temperature       0  2.0  1.0    6  307.260891  2.770395e+06  2.000000  2.356966e-03      NaN
310  Temperature       0  2.0  1.0    7  307.252528  2.740282e+06  2.000000  2.689558e-03      NaN
311  Temperature       0  2.0  1.0    8  307.257826  2.784648e+06  2.000000  3.934651e-03      NaN
312  Temperature       0  2.0  1.0    9  307.252182  2.829733e+06  2.000000  4.771700e-04      NaN
313  Temperature       0  2.0  1.0   10  307.247675  1.487578e+06  1.912891  7.153484e-04      NaN
314  Temperature       0  2.0  1.0   11  307.255156  2.774831e+06  2.000000  5.730440e-03      NaN
315  Temperature       0  2.0  1.0   12  307.234793  8.894638e+05  1.846022  4.161164e-03      NaN
316  Temperature       0  2.0  1.0   13  307.251801  2.817836e+06  2.000000  1.075754e-02      NaN
317  Temperature       0  2.0  1.0   14  307.244695  1.881039e+06  1.943848  6.952233e-03      NaN
318  Temperature       0  2.0  1.0   15  307.231431  2.931079e+05  1.705669  8.811145e-03      NaN
319  Temperature       0  2.0  1.0   16  307.246091  5.715516e+05  1.794623  3.014747e-03      NaN
320  Temperature       0  2.0  1.0   17  307.250649  2.886585e+06  2.000000  1.487538e-03      NaN
321  Temperature       0  2.0  1.0   18  307.223175  1.259435e+05  1.594591  7.892310e-03      NaN
322  Temperature       0  2.0  1.0   19  307.249122  2.901134e+06  2.000000  6.493279e-04      NaN
323  Temperature       0  2.0  1.0   20  307.246780  1.177208e+06  1.884460  8.081550e-04      NaN
324  Temperature       0  2.0  1.0   21  307.246091  5.715516e+05  1.794623  3.014747e-03      NaN
325  Temperature       0  2.0  1.0   22  307.244487  1.770538e+06  1.936523  6.976569e-03      NaN
326  Temperature       0  2.0  1.0   23  307.250897  1.967501e+06  1.955078  1.320214e-04      NaN
327  Temperature       0  2.0  1.0   24  307.242860  9.344278e+05  1.854221  1.036490e-03      NaN
328  Temperature       0  2.0  1.0   25  307.252107  2.849026e+06  2.000000  1.408273e-14      NaN
329  Temperature       0  2.0  1.0   26  307.252593  2.814480e+06  2.000000  1.000716e-02      NaN
330  Temperature       0  2.0  1.0   27  307.251001  2.754831e+06  2.000000  2.709133e-03      NaN
331  Temperature       0  2.0  1.0   28  307.245422  2.413896e+06  1.979590  5.389202e-03      NaN
332  Temperature       0  2.0  1.0   29  307.234388  8.174230e+05  1.833150  5.115565e-03      NaN
333  Temperature       0  2.0  1.0   30  307.249725  2.858831e+06  2.000000  3.818077e-03      NaN
334  Temperature       0  2.0  1.0   31  307.249185  2.909235e+06  2.000000  1.272996e-04      NaN
335  Temperature       0  2.0  1.0   32  307.252793  2.811388e+06  2.000000  9.981224e-03      NaN
336  Temperature       0  2.0  1.0   33  307.256231  2.833399e+06  2.000000  5.389924e-03      NaN
337  Temperature       0  2.0  1.0   34  307.251898  2.669204e+06  1.992090  2.299271e-05      NaN
338  Temperature       0  2.0  1.0   35  307.243825  1.852625e+06  1.943555  1.027999e-02      NaN
339  Temperature       0  2.0  1.0   36  307.252730  2.803287e+06  2.000000  9.976277e-03      NaN
340  Temperature       0  2.0  1.0   37  307.254517  2.826938e+06  2.000000  6.122794e-03      NaN
341  Temperature       0  2.0  1.0   38  307.231242  4.800303e+05  1.768616  3.769541e-03      NaN
342  Temperature       0  2.0  1.0   39  307.232015  9.382048e+05  1.854750  1.032060e-03      NaN
343  Temperature       0  2.0  1.0   40  307.251891  2.792174e+06  2.000000  3.319942e-03      NaN
344  Temperature       0  2.0  1.0   41  307.225894  1.894577e+05  1.644859  8.081281e-03      NaN
345  Temperature       0  2.0  1.0   42  307.260601  2.732836e+06  2.000000  5.199267e-03      NaN
346  Temperature       0  2.0  1.0   43  307.255793  2.722938e+06  2.000000  5.389300e-03      NaN
347  Temperature       0  2.0  1.0   44  307.257507  2.729399e+06  2.000000  4.845796e-03      NaN
348  Temperature       0  2.0  1.0   45  307.250467  1.383291e+06  1.910059  4.970512e-03      NaN
349  Temperature       0  2.0  1.0   46  307.260953  2.778496e+06  2.000000  1.744414e-03      NaN
350  Temperature       0  2.0  1.0   47  307.261375  2.669752e+06  2.000000  4.433972e-03      NaN
351  Temperature       0  2.0  1.0   48  307.251754  2.803366e+06  2.000000  3.456691e-03      NaN
352  Temperature       0  2.0  1.0   49  307.258110  2.687095e+06  2.000000  5.209409e-03      NaN
353  Temperature       0  2.0  1.0   50  307.225816  4.845112e+05  1.764737  1.967281e-03      NaN
354  Temperature       0  2.0  1.0   51  307.231351  4.339184e+05  1.755744  4.853535e-03      NaN
355  Temperature       0  2.0  1.0   52  307.260389  2.811311e+06  2.000000  2.855239e-03      NaN
356  Temperature       0  2.0  1.0   53  307.250227  2.817915e+06  2.000000  3.365889e-03      NaN
357  Temperature       0  2.0  1.0   54  307.227519  2.453514e+05  1.676641  8.199014e-03      NaN
358  Temperature       0  2.0  1.0   55  307.252749  2.625291e+06  1.988086  5.194588e-03      NaN
359  Temperature       0  2.0  1.0   56  307.243914  6.029080e+05  1.798503  4.023040e-03      NaN
360  Temperature       0  2.0  1.0   57  307.234388  8.174230e+05  1.833150  5.115565e-03      NaN
361  Temperature       0  2.0  1.0   58  307.232015  9.382048e+05  1.854750  1.032060e-03      NaN
362  Temperature       0  2.0  1.0   59  307.258634  1.539505e+06  1.925293  2.209813e-04      NaN
363  Temperature       0  2.0  1.0   60  307.252655  2.822580e+06  2.000000  1.000370e-02      NaN
364  Temperature       0  2.0  1.0   61  307.233242  6.391021e+05  1.803087  5.014892e-03      NaN
365  Temperature       0  2.0  1.0   62  307.253617  2.089433e+06  1.960742  3.993099e-03      NaN
366  Temperature       0  2.0  1.0   63  307.244230  6.457050e+05  1.806878  4.051009e-03      NaN
367  Temperature       0  2.0  1.0   64  307.253077  2.713836e+06  2.000000  1.014574e-02      NaN
368  Temperature       0  2.0  1.0   65  307.231242  4.800303e+05  1.768616  3.769541e-03      NaN
369  Temperature       0  2.0  1.0   66  307.252730  2.803287e+06  2.000000  9.976277e-03      NaN
370  Temperature       0  2.0  1.0   67  307.250089  1.477614e+06  1.915820  4.862607e-03      NaN
371  Temperature       0  2.0  1.0   68  307.252382  2.893111e+06  2.000000  1.029332e-02      NaN
372  Temperature       0  2.0  1.0   69  307.256294  2.841500e+06  2.000000  5.210512e-03      NaN
373  Temperature       0  2.0  1.0   70  307.257185  2.112021e+06  1.965332  4.209875e-03      NaN
374  Temperature       0  2.0  1.0   71  307.246219  2.871023e+06  2.000000  6.803840e-03      NaN
375  Temperature       0  2.0  1.0   72  307.231351  4.339184e+05  1.755744  4.853535e-03      NaN
376  Temperature       0  2.0  1.0   73  307.237612  2.953026e+06  2.000000  1.295968e-03      NaN
377  Temperature       0  2.0  1.0   74  307.223930  1.905329e+05  1.647613  3.954801e-03      NaN
378  Temperature       0  2.0  1.0   75  307.245424  2.339431e+06  1.970215  6.864784e-03      NaN
379  Temperature       0  2.0  1.0   76  307.243552  1.724044e+06  1.934766  1.025563e-02      NaN
380  Temperature       0  2.0  1.0   77  307.233242  6.391021e+05  1.803087  5.014892e-03      NaN
381  Temperature       0  2.0  1.0   78  307.240767  1.915212e+06  1.949707  5.063520e-03      NaN
382  Temperature       0  2.0  1.0   79  307.257473  2.738988e+06  2.000000  5.753865e-03      NaN
383  Temperature       0  2.0  1.0   80  307.245028  8.920195e+05  1.851223  2.044134e-03      NaN
384  Temperature       0  2.0  1.0   81  307.242373  4.364216e+05  1.759006  3.890222e-03      NaN
385  Temperature       0  2.0  1.0   82  307.225854  2.902950e+05  1.699769  3.022407e-03      NaN
386  Temperature       0  2.0  1.0   83  307.250897  1.967501e+06  1.955078  1.320214e-04      NaN
387  Temperature       0  2.0  1.0   84  307.241753  2.931030e+06  2.000000  5.298194e-03      NaN
388  Temperature       0  2.0  1.0   85  307.249762  2.849026e+06  2.000000  1.408273e-14      NaN
389  Temperature       0  2.0  1.0   86  307.252044  2.840925e+06  2.000000  6.132714e-04      NaN
390  Temperature       0  2.0  1.0   87  307.234328  1.688669e+06  1.926172  7.942113e-04      NaN
391  Temperature       0  2.0  1.0   88  307.241118  1.747533e+06  1.938086  6.154595e-03      NaN
392  Temperature       0  2.0  1.0   89  307.233069  6.065995e+05  1.799296  4.006659e-03      NaN
393  Temperature       0  2.0  1.0   90  307.256933  2.789392e+06  2.000000  4.971974e-03      NaN
394  Temperature       0  2.0  1.0   91  307.243406  9.113295e+05  1.850694  7.786890e-05      NaN
395  Temperature       0  2.0  1.0   92  307.225894  1.894577e+05  1.644859  8.081281e-03      NaN
396  Temperature       0  2.0  1.0   93  307.247148  2.856474e+06  2.000000  6.142594e-03      NaN
397  Temperature       0  2.0  1.0   94  307.252528  2.740282e+06  2.000000  2.689558e-03      NaN
398  Temperature       0  2.0  1.0   95  307.243125  9.967026e+05  1.862067  1.010039e-03      NaN
399  Temperature       0  2.0  1.0   96  307.246509  2.908582e+06  2.000000  6.224596e-03      NaN
400  Temperature       0  2.0  1.0   97  307.260680  2.849026e+06  2.000000  1.408273e-14      NaN
401  Temperature       0  2.0  1.0   98  307.259906  2.243231e+06  1.970996  8.493448e-05      NaN
402  Temperature       0  2.0  1.0   99  307.246450  1.284050e+06  1.895481  1.897327e-03      NaN
403  Temperature       0  2.0  1.0  100  307.248768  2.042019e+06  1.956836  8.748254e-04      NaN
404  Temperature       0  inf  0.0    0  307.244136  2.896378e+06  2.000000  7.602964e-03      NaN
405  Temperature       0  inf  0.0    1  307.244277  2.882256e+06  2.000000  7.571348e-03      NaN
406  Temperature       0  inf  0.0    2  307.246805  2.810268e+06  2.000000  5.988639e-03      NaN
407  Temperature       0  inf  0.0    3  307.232426  6.681350e+05  1.807142  4.819028e-03      NaN
408  Temperature       0  inf  0.0    4  307.248775  2.910501e+06  2.000000  2.963600e-04      NaN
409  Temperature       0  inf  0.0    5  307.233012  5.799387e+05  1.789863  6.032954e-03      NaN
410  Temperature       0  inf  0.0    6  307.230296  4.364019e+05  1.755127  4.623575e-03      NaN
411  Temperature       0  inf  0.0    7  307.251497  2.698539e+06  1.991406  2.680002e-05      NaN
412  Temperature       0  inf  0.0    8  307.250263  1.897702e+06  1.948633  1.604445e-04      NaN
413  Temperature       0  inf  0.0    9  307.227708  9.398327e+05  1.848755  1.351525e-03      NaN
414  Temperature       0  inf  0.0   10  307.244277  2.882256e+06  2.000000  7.571351e-03      NaN
415  Temperature       0  inf  0.0   11  307.244136  2.896378e+06  2.000000  7.602944e-03      NaN
416  Temperature       0  inf  0.0   12  307.244136  2.896378e+06  2.000000  7.602956e-03      NaN
417  Temperature       0  inf  0.0   13  307.245078  2.824748e+06  2.000000  4.981576e-03      NaN
418  Temperature       0  inf  0.0   14  307.251739  2.896378e+06  2.000000  5.013083e-09      NaN
419  Temperature       0  inf  0.0   15  307.244136  2.896378e+06  2.000000  7.602956e-03      NaN
420  Temperature       0  inf  0.0   16  307.250460  2.896378e+06  2.000000  1.278527e-03      NaN
421  Temperature       0  inf  0.0   17  307.236533  2.896378e+06  2.000000  2.524998e-14      NaN
422  Temperature       0  inf  0.0   18  307.250460  2.896379e+06  2.000000  1.278525e-03      NaN
423  Temperature       0  inf  0.0   19  307.242247  2.957305e+06  2.000000  6.460731e-03      NaN
424  Temperature       0  inf  0.0   20  307.251739  2.896378e+06  2.000000  2.524998e-14      NaN
425  Temperature       0  inf  0.0   21  307.244136  2.896378e+06  2.000000  7.602971e-03      NaN
426  Temperature       0  inf  0.0   22  307.248990  1.900754e+06  1.948828  1.118702e-03      NaN
427  Temperature       0  inf  0.0   23  307.234401  8.558735e+05  1.839648  5.086479e-03      NaN
428  Temperature       0  inf  0.0   24  307.244136  2.896379e+06  2.000000  7.602956e-03      NaN
429  Temperature       0  inf  0.0   25  307.232426  6.681349e+05  1.807142  4.819029e-03      NaN
430  Temperature       0  inf  0.0   26  307.244136  2.896379e+06  2.000000  7.602945e-03      NaN
431  Temperature       0  inf  0.0   27  307.248822  2.210548e+06  1.964648  1.030105e-03      NaN
432  Temperature       0  inf  0.0   28  307.233012  5.799388e+05  1.789863  6.032953e-03      NaN
433  Temperature       0  inf  0.0   29  307.227394  8.780605e+05  1.840468  1.382015e-03      NaN
434  Temperature       0  inf  0.0   30  307.250460  2.896378e+06  2.000000  1.278534e-03      NaN
435  Temperature       0  inf  0.0   31  307.233012  5.799388e+05  1.789863  6.032968e-03      NaN
436  Temperature       0  inf  0.0   32  307.244136  2.896378e+06  2.000000  7.602957e-03      NaN
437  Temperature       0  inf  0.0   33  307.244136  2.896378e+06  2.000000  7.602942e-03      NaN
438  Temperature       0  inf  0.0   34  307.244136  2.896378e+06  2.000000  7.602977e-03      NaN
439  Temperature       0  inf  0.0   35  307.250460  2.896381e+06  2.000000  1.278516e-03      NaN
440  Temperature       0  inf  0.0   36  307.244542  2.882255e+06  2.000000  7.306605e-03      NaN
441  Temperature       0  inf  0.0   37  307.229294  1.124491e+06  1.872911  1.118651e-03      NaN
442  Temperature       0  inf  0.0   38  307.243901  2.702802e+06  1.991602  7.576966e-03      NaN
443  Temperature       0  inf  0.0   39  307.246243  1.554912e+06  1.921875  3.866922e-04      NaN
444  Temperature       0  inf  0.0   40  307.244136  2.896378e+06  2.000000  7.602953e-03      NaN
445  Temperature       0  inf  0.0   41  307.233360  6.224708e+05  1.798503  6.065281e-03      NaN
446  Temperature       0  inf  0.0   42  307.246805  2.810268e+06  2.000000  5.988639e-03      NaN
447  Temperature       0  inf  0.0   43  307.243557  2.826530e+06  2.000000  6.168183e-03      NaN
448  Temperature       0  inf  0.0   44  307.250263  1.897703e+06  1.948633  1.604327e-04      NaN
449  Temperature       0  inf  0.0   45  307.232403  5.597227e+05  1.787835  4.897491e-03      NaN
450  Temperature       0  inf  0.0   46  307.242247  2.957305e+06  2.000000  6.460732e-03      NaN
451  Temperature       0  inf  0.0   47  307.229589  1.203676e+06  1.881198  1.088854e-03      NaN
452  Temperature       0  inf  0.0   48  307.250263  1.897703e+06  1.948633  1.604309e-04      NaN
453  Temperature       0  inf  0.0   49  307.225750  6.215724e+05  1.798326  1.538331e-03      NaN
454  Temperature       0  inf  0.0   50  307.251935  2.505172e+06  1.984961  9.061331e-05      NaN
455  Temperature       0  inf  0.0   51  307.235025  7.424181e+05  1.822306  6.302404e-03      NaN
456  Temperature       0  inf  0.0   52  307.250460  2.896378e+06  2.000000  1.278523e-03      NaN
457  Temperature       0  inf  0.0   53  307.244746  2.835451e+06  2.000000  7.466658e-03      NaN
458  Temperature       0  inf  0.0   54  307.251935  2.505172e+06  1.984961  9.062855e-05      NaN
459  Temperature       0  inf  0.0   55  307.251739  2.896378e+06  2.000000  2.053098e-08      NaN
460  Temperature       0  inf  0.0   56  307.245078  2.824748e+06  2.000000  4.981576e-03      NaN
461  Temperature       0  inf  0.0   57  307.250909  2.881898e+06  2.000000  1.007044e-03      NaN
462  Temperature       0  inf  0.0   58  307.246551  2.812395e+06  2.000000  5.840609e-03      NaN
463  Temperature       0  inf  0.0   59  307.225750  6.215724e+05  1.798326  1.538331e-03      NaN
464  Temperature       0  inf  0.0   60  307.244136  2.896378e+06  2.000000  7.602951e-03      NaN
465  Temperature       0  inf  0.0   61  307.248826  2.212312e+06  1.964746  1.030109e-03      NaN
466  Temperature       0  inf  0.0   62  307.234401  8.558735e+05  1.839648  5.086479e-03      NaN
467  Temperature       0  inf  0.0   63  307.250460  2.896378e+06  2.000000  1.278523e-03      NaN
468  Temperature       0  inf  0.0   64  307.251739  2.896378e+06  2.000000  1.829392e-08      NaN
469  Temperature       0  inf  0.0   65  307.244584  2.881898e+06  2.000000  7.331493e-03      NaN
470  Temperature       0  inf  0.0   66  307.244136  2.896378e+06  2.000000  7.602953e-03      NaN
471  Temperature       0  inf  0.0   67  307.250460  2.896379e+06  2.000000  1.278525e-03      NaN
472  Temperature       0  inf  0.0   68  307.233012  5.799387e+05  1.789863  6.032954e-03      NaN
473  Temperature       0  inf  0.0   69  307.244136  2.896378e+06  2.000000  7.602967e-03      NaN
474  Temperature       0  inf  0.0   70  307.246551  2.812395e+06  2.000000  5.840609e-03      NaN
475  Temperature       0  inf  0.0   71  307.244977  2.812397e+06  2.000000  7.415086e-03      NaN
476  Temperature       0  inf  0.0   72  307.250460  2.896378e+06  2.000000  1.278534e-03      NaN
477  Temperature       0  inf  0.0   73  307.229589  1.203676e+06  1.881198  1.088854e-03      NaN
478  Temperature       0  inf  0.0   74  307.248775  2.910501e+06  2.000000  2.963600e-04      NaN
479  Temperature       0  inf  0.0   75  307.251497  2.698539e+06  1.991406  2.678510e-05      NaN
480  Temperature       0  inf  0.0   76  307.250893  2.688897e+06  1.993555  1.161848e-03      NaN
481  Temperature       0  inf  0.0   77  307.233325  5.203597e+05  1.778931  6.143211e-03      NaN
482  Temperature       0  inf  0.0   78  307.250460  2.896378e+06  2.000000  1.278531e-03      NaN
483  Temperature       0  inf  0.0   79  307.233360  6.224708e+05  1.798503  6.065297e-03      NaN
484  Temperature       0  inf  0.0   80  307.250601  2.882257e+06  2.000000  1.246935e-03      NaN
485  Temperature       0  inf  0.0   81  307.244136  2.896377e+06  2.000000  7.602966e-03      NaN
486  Temperature       0  inf  0.0   82  307.244136  2.896379e+06  2.000000  7.602947e-03      NaN
487  Temperature       0  inf  0.0   83  307.251497  2.698539e+06  1.991406  2.680236e-05      NaN
488  Temperature       0  inf  0.0   84  307.232426  6.681349e+05  1.807142  4.819029e-03      NaN
489  Temperature       0  inf  0.0   85  307.244136  2.896379e+06  2.000000  7.602956e-03      NaN
490  Temperature       0  inf  0.0   86  307.233360  6.224708e+05  1.798503  6.065281e-03      NaN
491  Temperature       0  inf  0.0   87  307.244136  2.896379e+06  2.000000  7.602959e-03      NaN
492  Temperature       0  inf  0.0   88  307.244136  2.896378e+06  2.000000  7.602942e-03      NaN
493  Temperature       0  inf  0.0   89  307.251739  2.896378e+06  2.000000  2.062374e-08      NaN
494  Temperature       0  inf  0.0   90  307.244136  2.896379e+06  2.000000  7.602959e-03      NaN
495  Temperature       0  inf  0.0   91  307.242247  2.957305e+06  2.000000  6.460732e-03      NaN
496  Temperature       0  inf  0.0   92  307.244136  2.896379e+06  2.000000  7.602947e-03      NaN
497  Temperature       0  inf  0.0   93  307.242247  2.957306e+06  2.000000  6.460733e-03      NaN
498  Temperature       0  inf  0.0   94  307.242408  2.910859e+06  2.000000  6.595920e-03      NaN
499  Temperature       0  inf  0.0   95  307.244136  2.896378e+06  2.000000  7.602959e-03      NaN
500  Temperature       0  inf  0.0   96  307.230296  4.364019e+05  1.755127  4.623575e-03      NaN
501  Temperature       0  inf  0.0   97  307.244136  2.896378e+06  2.000000  7.602948e-03      NaN
502  Temperature       0  inf  0.0   98  307.247544  2.210542e+06  1.964648  2.487496e-04      NaN
503  Temperature       0  inf  0.0   99  307.244136  2.896378e+06  2.000000  7.602941e-03      NaN
504  Temperature       0  inf  0.0  100  307.244977  2.812397e+06  2.000000  7.415086e-03      NaN
505  Temperature       0  inf  1.0    0  307.248891  2.822079e+06  2.000000  3.425102e-03      NaN
506  Temperature       0  inf  1.0    1  307.246491  2.742900e+06  2.000000  4.216557e-03      NaN
507  Temperature       0  inf  1.0    2  307.234638  1.367796e+06  1.901299  8.063988e-04      NaN
508  Temperature       0  inf  1.0    3  307.237122  2.296457e+06  1.966016  5.268308e-04      NaN
509  Temperature       0  inf  1.0    4  307.242196  8.600261e+05  1.840644  2.329638e-04      NaN
510  Temperature       0  inf  1.0    5  307.238023  2.934212e+06  2.000000  1.333496e-03      NaN
511  Temperature       0  inf  1.0    6  307.226191  4.819648e+05  1.763414  1.859307e-03      NaN
512  Temperature       0  inf  1.0    7  307.246606  2.731120e+06  2.000000  4.193186e-03      NaN
513  Temperature       0  inf  1.0    8  307.224028  2.173713e+05  1.661144  1.841124e-03      NaN
514  Temperature       0  inf  1.0    9  307.245051  2.828610e+05  1.711046  5.669300e-03      NaN
515  Temperature       0  inf  1.0   10  307.261038  2.594491e+06  2.000000  6.500232e-03      NaN
516  Temperature       0  inf  1.0   11  307.210098  2.442916e+04  1.384847  7.203045e-03      NaN
517  Temperature       0  inf  1.0   12  307.262340  2.628457e+06  2.000000  4.934325e-03      NaN
518  Temperature       0  inf  1.0   13  307.225119  6.666523e+04  1.520407  8.574356e-03      NaN
519  Temperature       0  inf  1.0   14  307.261123  2.585867e+06  2.000000  6.483118e-03      NaN
520  Temperature       0  inf  1.0   15  307.240408  5.753326e+05  1.791802  3.787182e-04      NaN
521  Temperature       0  inf  1.0   16  307.262335  2.562779e+06  2.000000  5.450839e-03      NaN
522  Temperature       0  inf  1.0   17  307.247349  2.781835e+06  2.000000  5.280266e-03      NaN
523  Temperature       0  inf  1.0   18  307.246491  2.742899e+06  2.000000  4.216536e-03      NaN
524  Temperature       0  inf  1.0   19  307.252140  2.739129e+06  2.000000  8.219075e-04      NaN
525  Temperature       0  inf  1.0   20  307.233387  4.908356e+05  1.773024  2.982886e-03      NaN
526  Temperature       0  inf  1.0   21  307.233533  1.390666e+05  1.618585  9.421135e-03      NaN
527  Temperature       0  inf  1.0   22  307.248891  2.822079e+06  2.000000  3.425102e-03      NaN
528  Temperature       0  inf  1.0   23  307.228141  1.038561e+05  1.574767  8.760236e-03      NaN
529  Temperature       0  inf  1.0   24  307.242744  1.121591e+06  1.874146  1.050283e-03      NaN
530  Temperature       0  inf  1.0   25  307.237091  1.716311e+05  1.636914  4.641336e-03      NaN
531  Temperature       0  inf  1.0   26  307.260228  2.677500e+06  2.000000  6.664919e-03      NaN
532  Temperature       0  inf  1.0   27  307.234830  1.189465e+05  1.592074  4.491212e-03      NaN
533  Temperature       0  inf  1.0   28  307.257553  2.503530e+06  2.000000  1.069339e-02      NaN
534  Temperature       0  inf  1.0   29  307.231875  4.125626e+05  1.750014  2.804121e-03      NaN
535  Temperature       0  inf  1.0   30  307.261038  2.594492e+06  2.000000  6.500230e-03      NaN
536  Temperature       0  inf  1.0   31  307.249097  2.730583e+06  2.000000  1.706656e-03      NaN
537  Temperature       0  inf  1.0   32  307.239321  1.627746e+05  1.633453  3.836089e-03      NaN
538  Temperature       0  inf  1.0   33  307.260228  2.677502e+06  2.000000  6.664925e-03      NaN
539  Temperature       0  inf  1.0   34  307.238023  2.934212e+06  2.000000  1.333496e-03      NaN
540  Temperature       0  inf  1.0   35  307.261825  2.615005e+06  2.000000  5.554453e-03      NaN
541  Temperature       0  inf  1.0   36  307.240673  6.096980e+05  1.798855  3.575301e-04      NaN
542  Temperature       0  inf  1.0   37  307.241316  7.983503e+05  1.832886  1.170869e-03      NaN
543  Temperature       0  inf  1.0   38  307.252140  2.739129e+06  2.000000  8.219075e-04      NaN
544  Temperature       0  inf  1.0   39  307.261014  2.698017e+06  2.000000  5.719144e-03      NaN
545  Temperature       0  inf  1.0   40  307.244438  8.500113e+05  1.842407  1.037777e-03      NaN
546  Temperature       0  inf  1.0   41  307.260924  2.606272e+06  2.000000  6.523603e-03      NaN
547  Temperature       0  inf  1.0   42  307.260987  2.697285e+06  2.000000  5.752858e-03      NaN
548  Temperature       0  inf  1.0   43  307.260924  2.606271e+06  2.000000  6.523602e-03      NaN
549  Temperature       0  inf  1.0   44  307.263192  2.585152e+06  2.000000  4.419340e-03      NaN
550  Temperature       0  inf  1.0   45  307.261038  2.594492e+06  2.000000  6.500239e-03      NaN
551  Temperature       0  inf  1.0   46  307.225567  7.103197e+04  1.528196  8.601191e-03      NaN
552  Temperature       0  inf  1.0   47  307.251097  2.709948e+06  2.000000  2.091648e-03      NaN
553  Temperature       0  inf  1.0   48  307.250245  2.753249e+06  2.000000  2.606568e-03      NaN
554  Temperature       0  inf  1.0   49  307.258063  2.451300e+06  2.000000  1.058977e-02      NaN
555  Temperature       0  inf  1.0   50  307.239185  2.875150e+06  2.000000  6.311194e-04      NaN
556  Temperature       0  inf  1.0   51  307.257438  2.515310e+06  2.000000  1.071680e-02      NaN
557  Temperature       0  inf  1.0   52  307.233111  4.628530e+05  1.765883  2.961419e-03      NaN
558  Temperature       0  inf  1.0   53  307.225119  6.666523e+04  1.520407  8.574356e-03      NaN
559  Temperature       0  inf  1.0   54  307.234638  1.367796e+06  1.901299  8.063988e-04      NaN
560  Temperature       0  inf  1.0   55  307.261548  2.542265e+06  2.000000  6.396620e-03      NaN
561  Temperature       0  inf  1.0   56  307.239074  8.259707e+05  1.843555  4.573895e-03      NaN
562  Temperature       0  inf  1.0   57  307.246064  1.267649e+06  1.890896  8.988795e-04      NaN
563  Temperature       0  inf  1.0   58  307.258062  2.451303e+06  2.000000  1.058981e-02      NaN
564  Temperature       0  inf  1.0   59  307.236016  2.173608e+05  1.673136  9.591461e-03      NaN
565  Temperature       0  inf  1.0   60  307.248669  2.646600e+06  2.000000  5.011959e-03      NaN
566  Temperature       0  inf  1.0   61  307.260924  2.606270e+06  2.000000  6.523603e-03      NaN
567  Temperature       0  inf  1.0   62  307.243336  6.569269e+05  1.811110  1.128563e-03      NaN
568  Temperature       0  inf  1.0   63  307.239387  1.033109e+06  1.872070  3.736888e-03      NaN
569  Temperature       0  inf  1.0   64  307.261825  2.615007e+06  2.000000  5.554453e-03      NaN
